CODEPAGE 10003          ; Korean - MAC
0x7af9	0xf1d3	;ñÓ
0x7afa	0xf5e7	;õç
0x7aff	0xcada	;ÊÚ
0x7b0f	0xfbee	;ûî
0x7b11	0xe1c5	;áÅ
0x7b19	0xdfe9	;ßé
0x7b1b	0xeede	;îÞ
0x7b1e	0xf7c2	;÷Â
0x7b20	0xd8a2	;Ø¢
0x7b26	0xddac	;Ý¬
0x7b2c	0xf0af	;ð¯
0x7b2d	0xd6bd	;Ö½
0x7b39	0xe1ab	;á«
0x7b46	0xf9b6	;ù¶
0x7b49	0xd4f5	;Ôõ
0x7b4b	0xd0c9	;ÐÉ
0x7b4c	0xefa7	;ï§
0x7b4d	0xe2ec	;âì
0x7b4f	0xdbea	;Ûê
0x7b50	0xcecc	;ÎÌ
0x7b51	0xf5e8	;õè
0x7b52	0xf7d5	;÷Õ
0x7b54	0xd3cd	;ÓÍ
0x7b56	0xf3fe	;óþ
0x7b60	0xd0b5	;Ðµ
0x7b6c	0xe0fe	;àþ
0x7b6e	0xdffb	;ßû
0x7b75	0xe6dd	;æÝ
0x7b7d	0xe8a4	;è¤
0x7b87	0xcbcd	;ËÍ
0x7b8b	0xefa8	;ï¨
0x7b8f	0xeeb4	;î´
0x7b94	0xdad8	;ÚØ
0x7b95	0xd1b9	;Ñ¹
0x7b97	0xdfa9	;ß©
0x7b9a	0xf3b0	;ó°
0x7b9d	0xccc4	;ÌÄ
0x7ba1	0xceb7	;Î·
0x7bad	0xefa9	;ï©
0x7bb1	0xdfd5	;ßÕ
0x7bb4	0xedd7	;í×
0x7bb8	0xeec6	;îÆ
0x7bc0	0xefbd	;ï½
0x7bc1	0xfcd6	;üÖ
0x7bc4	0xdbf4	;Ûô
0x7bc6	0xefaa	;ïª
0x7bc7	0xf8b9	;ø¹
0x7bc9	0xf5e9	;õé
0x7bd2	0xe3d9	;ãÙ
0x7be0	0xe1c6	;áÆ
0x7be4	0xd4bf	;Ô¿
0x7be9	0xdee8	;Þè
0x7c07	0xf0ea	;ðê
0x7c12	0xf3c2	;óÂ
0x7c1e	0xd3af	;Ó¯
0x7c21	0xcadb	;ÊÛ
0x7c27	0xfcd7	;ü×
0x7c2a	0xedd8	;íØ
0x7c2b	0xe1c7	;áÇ
0x7c3d	0xf4d8	;ôØ
0x7c3e	0xd6b3	;Ö³
0x7c3f	0xddad	;Ý­
0x7c43	0xd5be	;Õ¾
0x7c4c	0xf1c3	;ñÃ
0x7c4d	0xeedf	;îß
0x7c60	0xd6eb	;Öë
0x7c64	0xf4d9	;ôÙ
0x7c6c	0xd7e6	;×æ
0x7c73	0xdab7	;Ú·
0x7c83	0xddfb	;Ýû
0x7c89	0xddcf	;ÝÏ
0x7c92	0xd8a3	;Ø£
0x7c95	0xdad9	;ÚÙ
0x7c97	0xf0d8	;ðØ
0x7c98	0xefc4	;ïÄ
0x7c9f	0xe1d8	;áØ
0x7ca5	0xf1d4	;ñÔ
0x7ca7	0xedf2	;íò
0x7cae	0xd5db	;ÕÛ
0x7cb1	0xd5dc	;ÕÜ
0x7cb2	0xf3c4	;óÄ
0x7cb3	0xcbd7	;Ë×
0x7cb9	0xe2b6	;â¶
0x7cbe	0xeff1	;ïñ
0x7cca	0xfbd5	;ûÕ
0x7cd6	0xd3d8	;ÓØ
0x7cde	0xddd0	;ÝÐ
0x7cdf	0xf0d9	;ðÙ
0x7ce0	0xcbb3	;Ë³
0x7ce7	0xd5dd	;ÕÝ
0x7cfb	0xcda7	;Í§
0x7cfe	0xd0ac	;Ð¬
0x7d00	0xd1ba	;Ñº
0x7d02	0xf1c4	;ñÄ
0x7d04	0xe5b3	;å³
0x7d05	0xfbf5	;ûõ
0x7d06	0xe9e1	;éá
0x7d07	0xfde0	;ýà
0x7d08	0xfcbc	;ü¼
0x7d0a	0xdaa2	;Ú¢
0x7d0b	0xdaa3	;Ú£
0x7d0d	0xd2a1	;Ò¡
0x7d10	0xd2ef	;Òï
0x7d14	0xe2ed	;âí
0x7d17	0xdee9	;Þé
0x7d18	0xcedc	;ÎÜ
0x7d19	0xf2b5	;òµ
0x7d1a	0xd0e4	;Ðä
0x7d1b	0xddd1	;ÝÑ
0x7d20	0xe1c8	;áÈ
0x7d21	0xdbb7	;Û·
0x7d22	0xdfe3	;ßã
0x7d2b	0xedb9	;í¹
0x7d2c	0xf1c5	;ñÅ
0x7d2e	0xf3cf	;óÏ
0x7d2f	0xd7ab	;×«
0x7d30	0xe1ac	;á¬
0x7d33	0xe3eb	;ãë
0x7d35	0xeec7	;îÇ
0x7d39	0xe1c9	;áÉ
0x7d3a	0xcafa	;Êú
0x7d42	0xf0fb	;ðû
0x7d43	0xfae1	;úá
0x7d44	0xf0da	;ðÚ
0x7d45	0xcce7	;Ìç
0x7d46	0xdaf4	;Úô
0x7d50	0xccbf	;Ì¿
0x7d5e	0xceed	;Îí
0x7d61	0xd5a9	;Õ©
0x7d62	0xfae2	;úâ
0x7d66	0xd0e5	;Ðå
0x7d68	0xebd6	;ëÖ
0x7d6a	0xecdf	;ìß
0x7d6e	0xdffc	;ßü
0x7d71	0xf7d6	;÷Ö
0x7d72	0xdeea	;Þê
0x7d73	0xcbb4	;Ë´
0x7d76	0xefbe	;ï¾
0x7d79	0xccb5	;Ìµ
0x7d7f	0xcfbd	;Ï½
0x7d8e	0xeff2	;ïò
0x7d8f	0xe2b7	;â·
0x7d93	0xcce8	;Ìè
0x7d9c	0xf0fc	;ðü
0x7da0	0xd6e0	;Öà
0x7da2	0xf1c6	;ñÆ
0x7dac	0xe2b8	;â¸
0x7dad	0xebab	;ë«
0x7db1	0xcbb5	;Ëµ
0x7db2	0xd8d1	;ØÑ
0x7db4	0xf4ce	;ôÎ
0x7db5	0xf3f7	;ó÷
0x7db8	0xd7c6	;×Æ
0x7dba	0xd1bb	;Ñ»
0x7dbb	0xf7aa	;÷ª
0x7dbd	0xedca	;íÊ
0x7dbe	0xd7d3	;×Ó
0x7dbf	0xd8fa	;Øú
0x7dc7	0xf6c5	;öÅ
0x7dca	0xd1cc	;ÑÌ
0x7dcb	0xddfc	;Ýü
0x7dd6	0xdffd	;ßý
0x7dd8	0xf9e5	;ùå
0x7dda	0xe0ca	;àÊ
0x7ddd	0xf2fd	;òý
0x7dde	0xd3b0	;Ó°
0x7de0	0xf4f3	;ôó
0x7de1	0xdac9	;ÚÉ
0x7de3	0xe6de	;æÞ
0x7de8	0xf8ba	;øº
0x7de9	0xe8d0	;èÐ
0x7dec	0xd8fb	;Øû
0x7def	0xead5	;êÕ
0x7df4	0xd6a3	;Ö£
0x7dfb	0xf6c6	;öÆ
0x7e09	0xf2db	;òÛ
0x7e0a	0xe4fc	;äü
0x7e15	0xe8b2	;è²
0x7e1b	0xdada	;ÚÚ
0x7e1d	0xf2dc	;òÜ
0x7e1e	0xfbd6	;ûÖ
0x7e1f	0xe9b2	;é²
0x7e21	0xeead	;î­
0x7e23	0xfae3	;úã
0x7e2b	0xdcee	;Üî
0x7e2e	0xf5ea	;õê
0x7e2f	0xe6e0	;æà
0x7e31	0xf0fd	;ðý
0x7e37	0xd7ac	;×¬
0x7e3d	0xf5c5	;õÅ
0x7e3e	0xeee0	;îà
0x7e41	0xdbe5	;Ûå
0x7e43	0xddde	;ÝÞ
0x7e46	0xd9f0	;Ùð
0x7e47	0xe9a3	;é£
0x7e52	0xf1f9	;ñù
0x7e54	0xf2c4	;òÄ
0x7e55	0xe0cb	;àË
0x7e5e	0xe9a4	;é¤
0x7e61	0xe2b9	;â¹
0x7e69	0xe3b1	;ã±
0x7e6a	0xfceb	;üë
0x7e6b	0xcda8	;Í¨
0x7e6d	0xccb6	;Ì¶
0x7e70	0xf0db	;ðÛ
0x7e79	0xe6ba	;æº
0x7e7c	0xcda9	;Í©
0x7e82	0xf3c3	;óÃ
0x7e8c	0xe1d9	;áÙ
0x7e8f	0xefab	;ï«
0x7e93	0xe7c5	;çÅ
0x7e96	0xe0e9	;àé
0x7e98	0xf3c5	;óÅ
0x7e9b	0xd4c0	;ÔÀ
0x7e9c	0xd5bf	;Õ¿
0x7f36	0xddae	;Ý®
0x7f38	0xf9fc	;ùü
0x7f3a	0xccc0	;ÌÀ
0x7f4c	0xe5a2	;å¢
0x7f50	0xceb8	;Î¸
0x7f54	0xd8d2	;ØÒ
0x7f55	0xf9d6	;ùÖ
0x7f6a	0xf1aa	;ñª
0x7f6b	0xced1	;ÎÑ
0x7f6e	0xf6c7	;öÇ
0x7f70	0xdbeb	;Ûë
0x7f72	0xdffe	;ßþ
0x7f75	0xd8e1	;Øá
0x7f77	0xf7f3	;÷ó
0x7f79	0xd7e7	;×ç
0x7f85	0xd4fe	;Ôþ
0x7f88	0xd1bc	;Ñ¼
0x7f8a	0xe5cf	;åÏ
0x7f8c	0xcbb6	;Ë¶
0x7f8e	0xdab8	;Ú¸
0x7f94	0xcdc4	;ÍÄ
0x7f9a	0xd6be	;Ö¾
0x7f9e	0xe2ba	;âº
0x7fa4	0xcfd8	;ÏØ
0x7fa8	0xe0cc	;àÌ
0x7fa9	0xebf9	;ëù
0x7fb2	0xfdfd	;ýý
0x7fb8	0xd7e8	;×è
0x7fb9	0xcbd8	;ËØ
0x7fbd	0xe9e2	;éâ
0x7fc1	0xe8ba	;èº
0x7fc5	0xe3c7	;ãÇ
0x7fca	0xeccd	;ìÍ
0x7fcc	0xecce	;ìÎ
0x7fce	0xd6bf	;Ö¿
0x7fd2	0xe3a7	;ã§
0x7fd4	0xdfd6	;ßÖ
0x7fd5	0xfde8	;ýè
0x7fdf	0xeee1	;îá
0x7fe0	0xf6a8	;ö¨
0x7fe1	0xddfd	;Ýý
0x7fe9	0xf8bb	;ø»
0x7feb	0xe8d1	;èÑ
0x7ff0	0xf9d7	;ù×
0x7ff9	0xceee	;Îî
0x7ffc	0xeccf	;ìÏ
0x8000	0xe9a5	;é¥
0x8001	0xd6d5	;ÖÕ
0x8003	0xcdc5	;ÍÅ
0x8005	0xedba	;íº
0x8006	0xd1bd	;Ñ½
0x8009	0xcfbe	;Ï¾
0x800c	0xecbb	;ì»
0x8010	0xd2b1	;Ò±
0x8015	0xcce9	;Ìé
0x8017	0xd9c4	;ÙÄ
0x8018	0xe9fc	;éü
0x802d	0xd1be	;Ñ¾
0x8033	0xecbc	;ì¼
0x8036	0xe5ad	;å­
0x803d	0xf7b0	;÷°
0x803f	0xccea	;Ìê
0x8043	0xd3c4	;ÓÄ
0x8046	0xd6c0	;ÖÀ
0x804a	0xd6fd	;Öý
0x8056	0xe1a1	;á¡
0x8058	0xdebd	;Þ½
0x805a	0xf6a9	;ö©
0x805e	0xdaa4	;Ú¤
0x806f	0xd6a4	;Ö¤
0x8070	0xf5c6	;õÆ
0x8072	0xe1a2	;á¢
0x8073	0xe9c6	;éÆ
0x8077	0xf2c5	;òÅ
0x807d	0xf4e9	;ôé
0x807e	0xd6ec	;Öì
0x807f	0xebd3	;ëÓ
0x8084	0xecbd	;ì½
0x8085	0xe2dc	;âÜ
0x8086	0xdeeb	;Þë
0x8087	0xf0dc	;ðÜ
0x8089	0xebbf	;ë¿
0x808b	0xd7ce	;×Î
0x808c	0xd1bf	;Ñ¿
0x8096	0xf5ab	;õ«
0x809b	0xf9fd	;ùý
0x809d	0xcadc	;ÊÜ
0x80a1	0xcdc6	;ÍÆ
0x80a2	0xf2b6	;ò¶
0x80a5	0xddfe	;Ýþ
0x80a9	0xccb7	;Ì·
0x80aa	0xdbb8	;Û¸
0x80af	0xd0e9	;Ðé
0x80b1	0xcedd	;ÎÝ
0x80b2	0xebc0	;ëÀ
0x80b4	0xfda2	;ý¢
0x80ba	0xf8cb	;øË
0x80c3	0xead6	;êÖ
0x80c4	0xf1b0	;ñ°
0x80cc	0xdbce	;ÛÎ
0x80ce	0xf7c3	;÷Ã
0x80da	0xdbcf	;ÛÏ
0x80db	0xcba4	;Ë¤
0x80de	0xf8e0	;øà
0x80e1	0xfbd7	;û×
0x80e4	0xebca	;ëÊ
0x80e5	0xe0a1	;à¡
0x80f1	0xcecd	;ÎÍ
0x80f4	0xd4dc	;ÔÜ
0x80f8	0xfdd8	;ýØ
0x80fd	0xd2f6	;Òö
0x8102	0xf2b7	;ò·
0x8105	0xfaf6	;úö
0x8106	0xf6aa	;öª
0x8107	0xfaf7	;ú÷
0x8108	0xd8e6	;Øæ
0x810a	0xf4b1	;ô±
0x8118	0xe8d2	;èÒ
0x811a	0xcac5	;ÊÅ
0x811b	0xcceb	;Ìë
0x8123	0xe2ee	;âî
0x8129	0xe2bb	;â»
0x812b	0xf7ad	;÷­
0x812f	0xf8e1	;øá
0x8139	0xf3ec	;óì
0x813e	0xdea1	;Þ¡
0x814b	0xe4fd	;äý
0x814e	0xe3ec	;ãì
0x8150	0xddaf	;Ý¯
0x8151	0xddb0	;Ý°
0x8154	0xcbb7	;Ë·
0x8155	0xe8d3	;èÓ
0x8165	0xe1a3	;á£
0x8166	0xd2e0	;Òà
0x816b	0xf0fe	;ðþ
0x8170	0xe9a6	;é¦
0x8171	0xcbf2	;Ëò
0x8178	0xedf3	;íó
0x8179	0xdcd9	;ÜÙ
0x817a	0xe0cd	;àÍ
0x817f	0xf7da	;÷Ú
0x8180	0xdbb9	;Û¹
0x8188	0xccae	;Ì®
0x818a	0xdadb	;ÚÛ
0x818f	0xcdc7	;ÍÇ
0x819a	0xddb1	;Ý±
0x819c	0xd8af	;Ø¯
0x819d	0xe3a3	;ã£
0x81a0	0xceef	;Îï
0x81a3	0xf2f3	;òó
0x81a8	0xf8b3	;ø³
0x81b3	0xe0ce	;àÎ
0x81b5	0xf5fd	;õý
0x81ba	0xebec	;ëì
0x81bd	0xd3c5	;ÓÅ
0x81be	0xfcec	;üì
0x81bf	0xd2db	;ÒÛ
0x81c0	0xd4eb	;Ôë
0x81c2	0xdea2	;Þ¢
0x81c6	0xe5e6	;åæ
0x81cd	0xf0b0	;ð°
0x81d8	0xd5c4	;ÕÄ
0x81df	0xedf4	;íô
0x81e3	0xe3ed	;ãí
0x81e5	0xe8c2	;èÂ
0x81e7	0xedf5	;íõ
0x81e8	0xd7fc	;×ü
0x81ea	0xedbb	;í»
0x81ed	0xf6ab	;ö«
0x81f3	0xf2b8	;ò¸
0x81f4	0xf6c8	;öÈ
0x81fa	0xd3e6	;Óæ
0x81fb	0xf2dd	;òÝ
0x81fc	0xcfbf	;Ï¿
0x81fe	0xebac	;ë¬
0x8205	0xcfc0	;ÏÀ
0x8207	0xe6a8	;æ¨
0x8208	0xfde9	;ýé
0x820a	0xcfc1	;ÏÁ
0x820c	0xe0df	;àß
0x820d	0xdeec	;Þì
0x8212	0xe0a2	;à¢
0x821b	0xf4bf	;ô¿
0x821c	0xe2ef	;âï
0x821e	0xd9f1	;Ùñ
0x821f	0xf1c7	;ñÇ
0x8221	0xcbb8	;Ë¸
0x822a	0xf9fe	;ùþ
0x822b	0xdbba	;Ûº
0x822c	0xdaf5	;Úõ
0x8235	0xf6ec	;öì
0x8236	0xdadc	;ÚÜ
0x8237	0xfae4	;úä
0x8239	0xe0cf	;àÏ
0x8240	0xddb2	;Ý²
0x8245	0xe6a9	;æ©
0x8247	0xeff3	;ïó
0x8259	0xf3ed	;óí
0x8264	0xebfa	;ëú
0x8266	0xf9e6	;ùæ
0x826e	0xcadd	;ÊÝ
0x826f	0xd5de	;ÕÞ
0x8271	0xcade	;ÊÞ
0x8272	0xdfe4	;ßä
0x8276	0xe6fd	;æý
0x8278	0xf5ac	;õ¬
0x827e	0xe4f5	;äõ
0x828b	0xe9e3	;éã
0x828d	0xedcb	;íË
0x828e	0xcfe4	;Ïä
0x8292	0xd8d3	;ØÓ
0x8299	0xddb3	;Ý³
0x829a	0xd4ec	;Ôì
0x829d	0xf2b9	;ò¹
0x829f	0xdfb7	;ß·
0x82a5	0xcbce	;ËÎ
0x82a6	0xfbd8	;ûØ
0x82a9	0xd0d9	;ÐÙ
0x82ac	0xddd2	;ÝÒ
0x82ad	0xf7f4	;÷ô
0x82ae	0xe7dc	;çÜ
0x82af	0xe4a5	;ä¥
0x82b1	0xfca3	;ü£
0x82b3	0xdbbb	;Û»
0x82b7	0xf2ba	;òº
0x82b8	0xe9fd	;éý
0x82b9	0xd0ca	;ÐÊ
0x82bb	0xf5d6	;õÖ
0x82bc	0xd9c5	;ÙÅ
0x82bd	0xe4b4	;ä´
0x82bf	0xeda7	;í§
0x82d1	0xeabd	;ê½
0x82d2	0xe6fe	;æþ
0x82d4	0xf7c4	;÷Ä
0x82d5	0xf5ad	;õ­
0x82d7	0xd9e0	;Ùà
0x82db	0xcab4	;Ê´
0x82de	0xf8e2	;øâ
0x82df	0xcfc2	;ÏÂ
0x82e1	0xecbe	;ì¾
0x82e5	0xe5b4	;å´
0x82e6	0xcdc8	;ÍÈ
0x82e7	0xeec8	;îÈ
0x82f1	0xe7c8	;çÈ
0x82fd	0xcdc9	;ÍÉ
0x82fe	0xf9b7	;ù·
0x8301	0xf1e8	;ñè
0x8302	0xd9f2	;Ùò
0x8303	0xdbf5	;Ûõ
0x8304	0xcab5	;Êµ
0x8305	0xd9c6	;ÙÆ
0x8309	0xd8c9	;ØÉ
0x8317	0xd9ab	;Ù«
0x8328	0xedbc	;í¼
0x832b	0xd8d4	;ØÔ
0x832f	0xdcda	;ÜÚ
0x8331	0xe2bc	;â¼
0x8334	0xfced	;üí
0x8335	0xece0	;ìà
0x8336	0xd2fe	;Òþ
0x8338	0xe9c7	;éÇ
0x8339	0xe6aa	;æª
0x8340	0xe2f0	;âð
0x8347	0xfabb	;ú»
0x8349	0xf5ae	;õ®
0x834a	0xfbaa	;ûª
0x834f	0xecfb	;ìû
0x8351	0xecbf	;ì¿
0x8352	0xfcd8	;üØ
0x8373	0xd4e5	;Ôå
0x8377	0xf9c3	;ùÃ
0x837b	0xeee2	;îâ
0x8389	0xd7e9	;×é
0x838a	0xedf6	;íö
0x838e	0xdeed	;Þí
0x8396	0xccec	;Ìì
0x8398	0xe3ee	;ãî
0x839e	0xe8d4	;èÔ
0x83a2	0xfaf8	;úø
0x83a9	0xddb4	;Ý´
0x83aa	0xe4b5	;äµ
0x83ab	0xd8b0	;Ø°
0x83bd	0xd8d5	;ØÕ
0x83c1	0xf4ea	;ôê
0x83c5	0xceb9	;Î¹
0x83c9	0xd6e1	;Öá
0x83ca	0xcfd2	;ÏÒ
0x83cc	0xd0b6	;Ð¶
0x83d3	0xcea2	;Î¢
0x83d6	0xf3ee	;óî
0x83dc	0xf3f8	;óø
0x83e9	0xdccc	;ÜÌ
0x83eb	0xd0cb	;ÐË
0x83ef	0xfca4	;ü¤
0x83f0	0xcdca	;ÍÊ
0x83f1	0xd7d4	;×Ô
0x83f2	0xdea3	;Þ£
0x83f4	0xe4e0	;äà
0x83f9	0xeec9	;îÉ
0x83fd	0xe2dd	;âÝ
0x8403	0xf5fe	;õþ
0x8404	0xd4ac	;Ô¬
0x840a	0xd5d1	;ÕÑ
0x840c	0xd8f0	;Øð
0x840d	0xf8c3	;øÃ
0x840e	0xead7	;ê×
0x8429	0xf5d7	;õ×
0x842c	0xd8bf	;Ø¿
0x8431	0xfdc0	;ýÀ
0x8438	0xebad	;ë­
0x843d	0xd5aa	;Õª
0x8449	0xe7a8	;ç¨
0x8457	0xeeca	;îÊ
0x845b	0xcae7	;Êç
0x8461	0xf8e3	;øã
0x8463	0xd4dd	;ÔÝ
0x8466	0xead8	;êØ
0x846b	0xfbd9	;ûÙ
0x846c	0xedf7	;í÷
0x846f	0xe5b5	;åµ
0x8475	0xd0ad	;Ð­
0x847a	0xf1f1	;ññ
0x8490	0xe2bd	;â½
0x8494	0xe3c8	;ãÈ
0x8499	0xd9d5	;ÙÕ
0x849c	0xdfaa	;ßª
0x84a1	0xdbbc	;Û¼
0x84b2	0xf8e4	;øä
0x84b8	0xf1fa	;ñú
0x84bb	0xe5b6	;å¶
0x84bc	0xf3ef	;óï
0x84bf	0xfbda	;ûÚ
0x84c0	0xe1e0	;áà
0x84c2	0xd9ac	;Ù¬
0x84c4	0xf5eb	;õë
0x84c6	0xe0b6	;à¶
0x84c9	0xe9c8	;éÈ
0x84cb	0xcbcf	;ËÏ
0x84cd	0xe3c9	;ãÉ
0x84d1	0xdeee	;Þî
0x84da	0xe2be	;â¾
0x84ec	0xdcef	;Üï
0x84ee	0xd6a5	;Ö¥
0x84f4	0xe2f1	;âñ
0x84fc	0xd6fe	;Öþ
0x8511	0xd9a1	;Ù¡
0x8513	0xd8c0	;ØÀ
0x8514	0xdcdb	;ÜÛ
0x8517	0xedbd	;í½
0x8518	0xdfb8	;ß¸
0x851a	0xeaa5	;ê¥
0x851e	0xd7ad	;×­
0x8521	0xf3f9	;óù
0x8523	0xedf8	;íø
0x8525	0xf5c7	;õÇ
0x852c	0xe1ca	;áÊ
0x852d	0xebe3	;ëã
0x852f	0xf2de	;òÞ
0x853d	0xf8cc	;øÌ
0x853f	0xead9	;êÙ
0x8541	0xd3c6	;ÓÆ
0x8543	0xdbe6	;Ûæ
0x8549	0xf5af	;õ¯
0x854e	0xcef0	;Îð
0x8553	0xe9fe	;éþ
0x8559	0xfbb6	;û¶
0x8563	0xe2f2	;âò
0x8568	0xcff2	;Ïò
0x8569	0xf7b9	;÷¹
0x856a	0xd9f3	;Ùó
0x856d	0xe1cb	;áË
0x8584	0xdadd	;ÚÝ
0x8587	0xdab9	;Ú¹
0x858f	0xebfb	;ëû
0x8591	0xcbb9	;Ë¹
0x8594	0xedf9	;íù
0x859b	0xe0e0	;àà
0x85a6	0xf4c0	;ôÀ
0x85a8	0xfdbc	;ý¼
0x85a9	0xdfb1	;ß±
0x85aa	0xe3ef	;ãï
0x85af	0xe0a3	;à£
0x85b0	0xfdb9	;ý¹
0x85ba	0xf0b1	;ð±
0x85c1	0xcdcb	;ÍË
0x85c9	0xedbe	;í¾
0x85cd	0xd5c0	;ÕÀ
0x85ce	0xe3f0	;ãð
0x85cf	0xedfa	;íú
0x85d5	0xe9e4	;éä
0x85dc	0xd5ed	;Õí
0x85dd	0xe7dd	;çÝ
0x85e4	0xd4f6	;Ôö
0x85e5	0xe5b7	;å·
0x85e9	0xdbe7	;Ûç
0x85ea	0xe2bf	;â¿
0x85f7	0xeecb	;îË
0x85fa	0xd7f4	;×ô
0x85fb	0xf0dd	;ðÝ
0x85ff	0xceab	;Î«
0x8602	0xe7de	;çÞ
0x8606	0xd6d6	;ÖÖ
0x8607	0xe1cc	;áÌ
0x860a	0xe8b3	;è³
0x8616	0xe5ee	;åî
0x8617	0xdca2	;Ü¢
0x861a	0xe0d0	;àÐ
0x862d	0xd5b5	;Õµ
0x863f	0xd5a1	;Õ¡
0x864e	0xfbdb	;ûÛ
0x8650	0xf9cb	;ùË
0x8654	0xcbf3	;Ëó
0x8655	0xf4a5	;ô¥
0x865b	0xfac8	;úÈ
0x865c	0xd6d7	;Ö×
0x865e	0xe9e5	;éå
0x865f	0xfbdc	;ûÜ
0x8667	0xfdd0	;ýÐ
0x8679	0xfbf6	;ûö
0x868a	0xdaa5	;Ú¥
0x868c	0xdbbd	;Û½
0x8693	0xece2	;ìâ
0x86a3	0xcdf7	;Í÷
0x86a4	0xf0de	;ðÞ
0x86a9	0xf6c9	;öÉ
0x86c7	0xdeef	;Þï
0x86cb	0xd3b1	;Ó±
0x86d4	0xfcee	;üî
0x86d9	0xe8c3	;èÃ
0x86db	0xf1c8	;ñÈ
0x86df	0xcef1	;Îñ
0x86e4	0xf9ed	;ùí
0x86ed	0xf2f4	;òô
0x86fe	0xe4b6	;ä¶
0x8700	0xf5b9	;õ¹
0x8702	0xdcf0	;Üð
0x8703	0xe3f1	;ãñ
0x8708	0xe8a5	;è¥
0x8718	0xf2bb	;ò»
0x871a	0xdea4	;Þ¤
0x871c	0xdacc	;ÚÌ
0x874e	0xcae9	;Êé
0x8755	0xe3da	;ãÚ
0x8757	0xfcd9	;üÙ
0x875f	0xeada	;êÚ
0x8766	0xf9c4	;ùÄ
0x8768	0xe3a4	;ã¤
0x8774	0xfbdd	;ûÝ
0x8776	0xefca	;ïÊ
0x8778	0xe8c4	;èÄ
0x8782	0xd5cc	;ÕÌ
0x878d	0xebd7	;ë×
0x879f	0xd9ad	;Ù­
0x87a2	0xfbab	;û«
0x87b3	0xd3d9	;ÓÙ
0x87ba	0xd5a2	;Õ¢
0x87c4	0xf6de	;öÞ
0x87e0	0xdaf6	;Úö
0x87ec	0xe0d1	;àÑ
0x87ef	0xe9a8	;é¨
0x87f2	0xf5f9	;õù
0x87f9	0xfaaf	;ú¯
0x87fb	0xebfc	;ëü
0x87fe	0xe0ea	;àê
0x8805	0xe3b2	;ã²
0x881f	0xd5c5	;ÕÅ
0x8822	0xf1e3	;ñã
0x8823	0xd5ee	;Õî
0x8831	0xcdcc	;ÍÌ
0x8836	0xedd9	;íÙ
0x883b	0xd8c1	;ØÁ
0x8840	0xfaec	;úì
0x8846	0xf1eb	;ñë
0x884c	0xfabc	;ú¼
0x884d	0xe6e2	;æâ
0x8852	0xfae5	;úå
0x8853	0xe2fa	;âú
0x8857	0xcab6	;Ê¶
0x8859	0xe4b7	;ä·
0x885b	0xeadb	;êÛ
0x885d	0xf5fa	;õú
0x8861	0xfbac	;û¬
0x8862	0xcfc3	;ÏÃ
0x8863	0xebfd	;ëý
0x8868	0xf8fa	;øú
0x886b	0xdfb9	;ß¹
0x8870	0xe1f1	;áñ
0x8872	0xd2a4	;Ò¤
0x8877	0xf5fb	;õû
0x887e	0xd0da	;ÐÚ
0x887f	0xd0db	;ÐÛ
0x8881	0xeabe	;ê¾
0x8882	0xd9b1	;Ù±
0x8888	0xcab7	;Ê·
0x888b	0xd3e7	;Óç
0x888d	0xf8e5	;øå
0x8892	0xd3b2	;Ó²
0x8896	0xe2c0	;âÀ
0x8897	0xf2df	;òß
0x889e	0xcde5	;Íå
0x88ab	0xf9ac	;ù¬
0x88b4	0xcdcd	;ÍÍ
0x88c1	0xeeae	;î®
0x88c2	0xd6ae	;Ö®
0x88cf	0xd7ea	;×ê
0x88d4	0xe7e0	;çà
0x88d5	0xebae	;ë®
0x88d9	0xcfd9	;ÏÙ
0x88dc	0xdccd	;ÜÍ
0x88dd	0xedfb	;íû
0x88df	0xdef0	;Þð
0x88e1	0xd7eb	;×ë
0x88e8	0xdea5	;Þ¥
0x88f3	0xdfd7	;ß×
0x88f4	0xdbd0	;ÛÐ
0x88f5	0xdbd1	;ÛÑ
0x88f8	0xd5a3	;Õ£
0x88fd	0xf0b2	;ð²
0x8907	0xdcdc	;ÜÜ
0x8910	0xcae8	;Êè
0x8912	0xf8e6	;øæ
0x8913	0xdcce	;ÜÎ
0x8918	0xeadc	;êÜ
0x8919	0xdbd2	;ÛÒ
0x8925	0xe9b3	;é³
0x892a	0xf7db	;÷Û
0x8936	0xe3a8	;ã¨
0x8938	0xd7ae	;×®
0x893b	0xe0e1	;àá
0x8941	0xcbba	;Ëº
0x8944	0xe5d1	;åÑ
0x895f	0xd0dc	;ÐÜ
0x8964	0xd5c1	;ÕÁ
0x896a	0xd8ca	;ØÊ
0x8972	0xe3a9	;ã©
0x897f	0xe0a4	;à¤
0x8981	0xe9a9	;é©
0x8983	0xd3c7	;ÓÇ
0x8986	0xdcdd	;ÜÝ
0x8987	0xf8ae	;ø®
0x898b	0xccb8	;Ì¸
0x898f	0xd0ae	;Ð®
0x8993	0xd8f2	;Øò
0x8996	0xe3ca	;ãÊ
0x89a1	0xccaf	;Ì¯
0x89a9	0xd4ad	;Ô­
0x89aa	0xf6d1	;öÑ
0x89b2	0xd0cc	;ÐÌ
0x89ba	0xcac6	;ÊÆ
0x89bd	0xd5c2	;ÕÂ
0x89c0	0xceba	;Îº
0x89d2	0xcac7	;ÊÇ
0x89e3	0xfab0	;ú°
