CODEPAGE 20001          ;TCA - Taiwan

CPINFO 2 0x3f 0x003f    ;DBCS CP;Default Char = Question Mark

MBTABLE	150

0x00	0x0000	;Null
0x80d5	0xb634	;Ðb
0x80d6	0x9a36	;­D
0x80d7	0xb637	;Ðe
0x80d8	0xb5f6	;ÐV
0x80d9	0xb631	;Ð_
0x80da	0x9a38	;­F
0x80db	0x9a44	;­K
0x80dc	0xb632	;Ð`
0x80dd	0x9a48	;­O
0x80de	0x9a46	;­M
0x80e0	0xb5f8	;ÐX
0x80e1	0x9a43	;­J
0x80e3	0xb630	;Ð^
0x80e4	0x9a47	;­N
0x80e5	0x9a37	;­E
0x80e6	0xb638	;Ðf
0x80ed	0x9c7a	;¯Ú
0x80ef	0x9c88	;¯ã
0x80f0	0x9c78	;¯Ø
0x80f1	0x9c76	;¯Ö
0x80f2	0xb8ad	;Ój
0x80f3	0x9c83	;¯Þ
0x80f4	0x9c80	;¯Û
0x80f5	0xb8af	;Ól
0x80f8	0x9c82	;¯Ý
0x80f9	0xb8ae	;Ók
0x80fa	0xb8ac	;Ói
0x80fb	0xb8b1	;Ón
0x80fc	0x9c87	;¯â
0x80fd	0x9c85	;¯à
0x80fe	0xbf43	;ÛH
0x8100	0xb8b2	;Óo
0x8101	0xb8b0	;Óm
0x8102	0x9c77	;¯×
0x8105	0x9c79	;¯Ù
0x8106	0x9c81	;¯Ü
0x8108	0x9c84	;¯ß
0x810a	0x9c86	;¯á
0x8115	0xbbd1	;×N
0x8116	0x9ee8	;²ä
0x8118	0xbbc8	;×E
0x8119	0xbbca	;×G
0x811b	0xbbcb	;×H
0x811d	0xbbd3	;×P
0x811e	0xbbcf	;×L
0x811f	0xbbcd	;×J
0x8121	0xbbd0	;×M
0x8122	0xbbd4	;×Q
0x8123	0x9ee9	;²å
0x8124	0x9eed	;²é
0x8125	0xbbc9	;×F
0x8127	0xbbd2	;×O
0x8129	0x9eeb	;²ç
0x812b	0x9eea	;²æ
0x812c	0xbbce	;×K
0x812d	0xbbcc	;×I
0x812f	0x9ee7	;²ã
0x8130	0x9eec	;²è
0x8139	0xa16a	;µÈ
0x813a	0xbf4c	;ÛQ
0x813d	0xbf4a	;ÛO
0x813e	0xa16c	;µÊ
0x8143	0xbf45	;ÛJ
0x8144	0xc2c5	;ß¡
0x8146	0xa16b	;µÉ
0x8147	0xbf49	;ÛN
0x814a	0xbf46	;ÛK
0x814b	0xa167	;µÅ
0x814c	0xa16d	;µË
0x814d	0xbf4b	;ÛP
0x814e	0xa169	;µÇ
0x814f	0xbf48	;ÛM
0x8150	0xa5ce	;»G
0x8151	0xa168	;µÆ
0x8152	0xbf47	;ÛL
0x8153	0xa16e	;µÌ
0x8154	0xa166	;µÄ
0x8155	0xa165	;µÃ
0x815b	0xc2bd	;ßw
0x815c	0xc2bb	;ßu
0x815e	0xc2c1	;ß{
0x8160	0xc2b9	;ßs
0x8161	0xc2c6	;ß¢
0x8162	0xc2be	;ßx
0x8164	0xc2b8	;ßr
0x8165	0xa3a3	;¸{
0x8166	0xa3a9	;¸£
0x8167	0xc2c3	;ß}
0x8169	0xc2bc	;ßv
0x816b	0xa3a6	;¸~
0x816e	0xa3a4	;¸|
0x816f	0xc2c4	;ß~
0x8170	0xa3a1	;¸y
0x8171	0xa3a0	;¸x
0x8172	0xc2bf	;ßy
0x8173	0xa3a5	;¸}
0x8174	0xa16f	;µÍ
0x8176	0xc2c2	;ß|
0x8177	0xc2ba	;ßt
0x8178	0xa3a2	;¸z
0x8179	0xa3a7	;¸¡
0x817a	0xa3a8	;¸¢
0x817f	0xa5d3	;»L
0x8180	0xa5cf	;»H
0x8182	0xa5d4	;»M
0x8183	0xc643	;ã¦
0x8186	0xc642	;ã¥
0x8187	0xc644	;ã§
0x8188	0xa5d1	;»J
0x8189	0xc641	;ã¤
0x818a	0xa5d2	;»K
0x818b	0xc647	;ãª
0x818c	0xc646	;ã©
0x818d	0xc645	;ã¨
0x818f	0xa5d0	;»I
0x8195	0xc939	;çA
0x8197	0xc943	;çD
0x8198	0xa7d0	;½¨
0x8199	0xc942	;çC
0x819a	0xa7cf	;½§
0x819b	0xa7cb	;½£
0x819c	0xa7cc	;½¤
0x819d	0xa7cd	;½¥
0x819e	0xc938	;ç@
0x819f	0xc937	;æþ
0x81a0	0xa7ce	;½¦
0x81a2	0xc941	;çB
0x81a3	0xc936	;æý
0x81a6	0xcc71	;êé
0x81a7	0xcc80	;êó
0x81a8	0xa99a	;¿±
0x81a9	0xa999	;¿°
0x81ab	0xcc75	;êí
0x81ac	0xcc77	;êï
0x81ae	0xcc72	;êê
0x81b0	0xcc76	;êî
0x81b1	0xcc70	;êè
0x81b2	0xcc79	;êñ
0x81b3	0xa998	;¿¯
0x81b4	0xcc78	;êð
0x81b5	0xcc74	;êì
0x81b7	0xcc7a	;êò
0x81b9	0xcc73	;êë
0x81ba	0xaafd	;Át
0x81bb	0xced4	;íè
0x81bc	0xceda	;íî
0x81bd	0xab33	;Áx
0x81be	0xab35	;Áz
0x81bf	0xab32	;Áw
0x81c0	0xab31	;Áv
0x81c2	0xab30	;Áu
0x81c3	0xaafc	;Ás
0x81c4	0xced5	;íé
0x81c5	0xced8	;íì
0x81c6	0xaafb	;Ár
0x81c7	0xced9	;íí
0x81c9	0xab34	;Áy
0x81ca	0xced7	;íë
0x81cc	0xced6	;íê
0x81cd	0xac42	;ÂÀ
0x81cf	0xac43	;ÂÁ
0x81d0	0xd0ea	;ð¡
0x81d1	0xd0e8	;ð}
0x81d2	0xd0e9	;ð~
0x81d5	0xd2cb	;òÂ
0x81d7	0xd2ca	;òÁ
0x81d8	0xace8	;Ã¾
0x81d9	0xd482	;ô´
0x81da	0xadae	;Ä¤
0x81db	0xd481	;ô³
0x81dd	0xd59f	;õð
0x81de	0xd693	;÷E
0x81df	0xae91	;Å¦
0x81e0	0xd848	;ùC
0x81e1	0xd849	;ùD
0x81e2	0xaec3	;ÅØ
0x81e3	0x94da	;¦Ú
0x81e5	0x9850	;ª×
0x81e6	0xbf4d	;ÛR
0x81e7	0xa5d5	;»N
0x81e8	0xab36	;Á{
0x81e9	0xcedb	;íï
0x81ea	0x94db	;¦Û
0x81ec	0x9c8a	;¯å
0x81ed	0x9c89	;¯ä
0x81ee	0xbf4e	;ÛS
0x81f2	0xcc81	;êô
0x81f3	0x94dc	;¦Ü
0x81f4	0x9a49	;­P
0x81f7	0xbf4f	;ÛT
0x81f8	0xbf50	;ÛU
0x81f9	0xbf51	;ÛV
0x81fa	0xa5d6	;»O
0x81fb	0xa99b	;¿²
0x81fc	0x94dd	;¦Ý
0x81fe	0x9851	;ªØ
0x81ff	0xb641	;Ðh
0x8200	0x9c8b	;¯æ
0x8201	0xb8b3	;Óp
0x8202	0x9eee	;²ê
0x8204	0xbf52	;ÛW
0x8205	0xa3aa	;¸¤
0x8207	0xa5d7	;»P
0x8208	0xa99c	;¿³
0x8209	0xab37	;Á|
0x820a	0xac44	;ÂÂ
0x820b	0xd2cc	;ôµ
0x820c	0x94de	;¦Þ
0x820d	0x9852	;ªÙ
0x8210	0x9c8c	;¯ç
0x8211	0xbbd5	;×R
0x8212	0xa170	;µÎ
0x8214	0xa5d8	;»Q
0x8215	0xc648	;ã«
0x8216	0xc944	;çE
0x821b	0x94df	;¦ß
0x821c	0xa171	;µÏ
0x821d	0xc2c7	;ß£
0x821e	0xa5d9	;»R
0x821f	0x94e0	;¦à
0x8220	0xb3d0	;Í±
0x8221	0xb642	;Ði
0x8222	0x9a4a	;­Q
0x8225	0xb8b5	;Ór
0x8228	0x9c8f	;¯ê
0x822a	0x9c8d	;¯è
0x822b	0x9c8e	;¯é
0x822c	0x9c90	;¯ë
0x822f	0xb8b4	;Óq
0x8232	0xbbda	;×W
0x8233	0xbbd7	;×T
0x8234	0xbbd9	;×V
0x8235	0x9eef	;²ë
0x8236	0x9ef1	;²í
0x8237	0x9ef0	;²ì
0x8238	0xbbd6	;×S
0x8239	0x9ef2	;²î
0x823a	0xbbd8	;×U
0x823c	0xbf53	;ÛX
0x823d	0xbf54	;ÛY
0x823f	0xbf55	;ÛZ
0x8240	0xc2ca	;ß¦
0x8242	0xc2cb	;ß§
0x8244	0xc2c9	;ß¥
0x8245	0xc2cc	;ß¨
0x8247	0xa3ab	;¸¥
0x8249	0xc2c8	;ß¤
0x824b	0xa5da	;»S
0x824e	0xc949	;çJ
0x824f	0xc945	;çF
0x8250	0xc948	;çI
0x8251	0xc94a	;çK
0x8252	0xc947	;çH
0x8253	0xc946	;çG
0x8255	0xcc82	;êõ
0x8256	0xcc83	;êö
0x8257	0xcc84	;ê÷
0x8258	0xa99d	;¿´
0x8259	0xa99e	;¿µ
0x825a	0xcedd	;íñ
0x825b	0xcedc	;íð
0x825c	0xcede	;íò
0x825e	0xd0ec	;ð£
0x825f	0xd0eb	;ð¢
0x8261	0xd2ce	;òÄ
0x8263	0xd2cf	;òÅ
0x8264	0xd2cd	;òÃ
0x8266	0xadaf	;Ä¥
0x8268	0xd483	;ô¶
0x8269	0xd484	;ô·
0x826b	0xd694	;÷F
0x826c	0xd754	;÷ï
0x826d	0xd7c8	;ø»
0x826e	0x94e1	;¦á
0x826f	0x9656	;¨}
0x8271	0xab38	;Á}
0x8272	0x94e2	;¦â
0x8274	0xbbdb	;×X
0x8275	0xbf56	;Û[
0x8277	0xaeeb	;ÆA
0x8278	0xb0e9	;ÊJ
0x827c	0xb0ea	;ÊK
0x827d	0xb0ec	;ÊM
0x827e	0x94e3	;¦ã
0x827f	0xb0ed	;ÊN
0x8280	0xb0eb	;ÊL
0x8283	0xb231	;Ë¢
0x8284	0xb232	;Ë£
0x8285	0xb1fa	;Ë{
0x828a	0xb230	;Ë¡
0x828b	0x9658	;¨¡
0x828d	0x9659	;¨¢
0x828e	0xb1fb	;Ë|
0x828f	0xb1f9	;Ëz
0x8290	0xb1f8	;Ëy
0x8291	0xb1fc	;Ë}
0x8292	0x9657	;¨~
0x8293	0xb1fd	;Ë~
0x8294	0xb643	;Ðj
0x8298	0xb3d5	;Í¶
0x8299	0x9855	;ªÜ
0x829a	0xb3d4	;Íµ
0x829b	0xb3d6	;Í·
0x829d	0x9854	;ªÛ
0x829e	0xb3db	;Í¼
0x829f	0x9858	;ªß
0x82a0	0xb3d1	;Í²
0x82a1	0xb3df	;ÍÀ
0x82a2	0xb3e5	;ÍÆ
0x82a3	0x9865	;ªæ
0x82a4	0xb3e2	;ÍÃ
0x82a5	0x9862	;ªã
0x82a7	0xb3d8	;Í¹
0x82a8	0xb3de	;Í¿
0x82a9	0xb3e0	;ÍÁ
0x82ab	0xb3d3	;Í´
0x82ac	0x9861	;ªâ
0x82ad	0x9856	;ªÝ
0x82ae	0xb3d9	;Íº
0x82af	0x9863	;ªä
0x82b0	0x9866	;ªç
0x82b1	0x985a	;ªá
0x82b3	0x9853	;ªÚ
0x82b4	0xb3dd	;Í¾
0x82b5	0xb3d7	;Í¸
0x82b6	0xb3e4	;ÍÅ
0x82b7	0x9868	;ªé
0x82b8	0x9864	;ªå
0x82b9	0x9859	;ªà
0x82ba	0xb3dc	;Í½
0x82bb	0x9c91	;¯ì
0x82bc	0xb3da	;Í»
0x82bd	0x9857	;ªÞ
0x82be	0x9867	;ªè
0x82c0	0xb3d2	;Í³
0x82c2	0xb3e1	;ÍÂ
0x82c3	0xb3e3	;ÍÄ
0x82d1	0x9a61	;­b
0x82d2	0x9a55	;­\
0x82d3	0x9a63	;­d
0x82d4	0x9a5a	;­a
0x82d5	0xb64a	;Ðq
0x82d6	0xb64d	;Ðt
0x82d7	0x9a56	;­]
0x82d9	0xb644	;Ðk
0x82db	0x9a4f	;­V
0x82dc	0x9a59	;­`
0x82de	0x9a62	;­c
0x82df	0x9a64	;­e
0x82e0	0xb659	;Ð¢
0x82e1	0xb650	;Ðw
0x82e3	0x9a4e	;­U
0x82e4	0xb658	;Ð¡
0x82e5	0x9a52	;­Y
0x82e6	0x9a50	;­W
0x82e7	0x9a4b	;­R
0x82e8	0xb648	;Ðo
0x82ea	0xb657	;Ð~
0x82eb	0xb64c	;Ðs
0x82ec	0xb64f	;Ðv
0x82ed	0xb662	;Ð¥
0x82ef	0x9a65	;­f
0x82f0	0xb656	;Ð}
0x82f1	0x9a57	;­^
0x82f2	0xb651	;Ðx
0x82f3	0xb661	;Ð¤
0x82f4	0xb64e	;Ðu
0x82f5	0xb652	;Ðy
0x82f6	0xb655	;Ð|
0x82f9	0xb646	;Ðm
0x82fa	0xb65a	;Ð£
0x82fb	0xb654	;Ð{
0x82fe	0xb645	;Ðl
0x8300	0xb649	;Ðp
0x8301	0x9a58	;­_
0x8302	0x9a53	;­Z
0x8303	0x9a4c	;­S
0x8304	0x9a51	;­X
0x8305	0x9a4d	;­T
0x8306	0x9a66	;­g
0x8307	0xb647	;Ðn
0x8308	0xb8c6	;Ó¥
0x8309	0x9a54	;­[
0x830c	0xb653	;Ðz
0x830d	0xb458	;ÎA
0x8316	0xb8c9	;Ó¨
0x8317	0x9c9f	;¯ú
0x8319	0xb8b9	;Óv
0x831b	0xb8c4	;Ó£
0x831c	0xb8c0	;Ó}
0x831e	0xb8d3	;Ó²
0x8320	0xb8cb	;Óª
0x8322	0xb8c1	;Ó~
0x8324	0xb8ca	;Ó©
0x8325	0xb8bb	;Óx
0x8326	0xb8bf	;Ó|
0x8327	0xb8d6	;Óµ
0x8328	0x9ca2	;¯ý
0x8329	0xb8ce	;Ó­
0x832a	0xb8c5	;Ó¤
0x832b	0x9c92	;¯í
0x832c	0xb8d4	;Ó³
0x832d	0xb8b7	;Ót
0x832f	0xb8cd	;Ó¬
0x8331	0x9ca1	;¯ü
0x8332	0x9c9c	;¯÷
0x8333	0xb8b6	;Ós
0x8334	0x9c9a	;¯õ
0x8335	0x9c99	;¯ô
0x8336	0x9c9e	;¯ù
0x8337	0xb8cc	;Ó«
0x8338	0x9c96	;¯ñ
0x8339	0x9c9d	;¯ø
0x833a	0xb64b	;Ðr
0x833b	0xbf57	;Û\
0x833c	0xb8c7	;Ó¦
0x833f	0xb8bd	;Óz
0x8340	0x9ca0	;¯û
0x8341	0xb8be	;Ó{
0x8342	0xb8c2	;Ó¡
0x8343	0x9ca3	;¯þ
0x8344	0xb8b8	;Óu
0x8345	0xb8d0	;Ó¯
0x8347	0xb8cf	;Ó®
0x8348	0xb8d7	;Ó¶
0x8349	0x9c98	;¯ó
0x834a	0x9c95	;¯ð
0x834b	0xb8d5	;Ó´
0x834c	0xb8d1	;Ó°
0x834d	0xb8c8	;Ó§
0x834e	0xb8c3	;Ó¢
0x834f	0x9c9b	;¯ö
0x8350	0x9c97	;¯ò
0x8351	0xb8ba	;Ów
0x8352	0x9c93	;¯î
0x8353	0xb8d2	;Ó±
0x8354	0x9c94	;¯ï
0x8356	0xb8bc	;Óy
0x8373	0xbbe1	;×^
0x8374	0xbbe3	;×`
0x8375	0xbbe8	;×e
0x8376	0xbbfc	;×y
0x8377	0x9f32	;²ü
0x8378	0x9ef6	;²ò
0x837a	0xbbe0	;×]
0x837b	0x9f33	;²ý
0x837c	0x9f34	;²þ
0x837d	0xbbeb	;×h
0x837e	0xbbf2	;×o
0x837f	0xbbf8	;×u
0x8381	0xbbe5	;×b
0x8383	0xbbec	;×i
0x8386	0x9f35	;³@
0x8387	0xbbfa	;×w
0x8388	0xbbf5	;×r
0x8389	0x9f30	;²ú
0x838a	0x9efc	;²ø
0x838b	0xbbf1	;×n
0x838c	0xbbed	;×j
0x838d	0xbbdf	;×\
0x838e	0x9ef3	;²ï
0x838f	0xbbe4	;×a
0x8390	0xbbdc	;×Y
0x8392	0x9efb	;²÷
0x8393	0x9efd	;²ù
0x8394	0xbbe9	;×f
0x8395	0xbbe6	;×c
0x8396	0x9ef8	;²ô
0x8397	0xbbf6	;×s
0x8398	0x9ef5	;²ñ
0x8399	0xbbe7	;×d
0x839a	0xbf8b	;×z
0x839b	0xbbef	;×l
0x839d	0xbbee	;×k
0x839e	0x9ef4	;²ð
0x83a0	0x9f31	;²û
0x83a2	0x9ef7	;²ó
0x83a3	0xbbdd	;×Z
0x83a4	0xbbe2	;×_
0x83a5	0xbbf3	;×p
0x83a6	0xbbf9	;×v
0x83a7	0x9f36	;³A
0x83a8	0xbbde	;×[
0x83a9	0xbbea	;×g
0x83aa	0xbbf0	;×m
0x83ab	0x9efa	;²ö
0x83ae	0xbbfb	;×x
0x83af	0xbbf4	;×q
0x83b0	0xbbf7	;×t
0x83bd	0x9ef9	;²õ
0x83bf	0xbf6d	;Ûl
0x83c0	0xbf61	;Û`
0x83c1	0xa179	;µ×
0x83c2	0xbf83	;Û}
0x83c3	0xbf8c	;Û§
0x83c4	0xbf8f	;Ûª
0x83c5	0xa177	;µÕ
0x83c6	0xbf69	;Ûh
0x83c7	0xbf87	;Û£
0x83c8	0xbf6a	;Ûi
0x83c9	0xbf78	;Ûw
0x83ca	0xa189	;µâ
0x83cb	0xbf74	;Ûs
0x83cc	0xa186	;µß
0x83ce	0xbf75	;Ût
0x83cf	0xbf58	;Û]
0x83d1	0xbf88	;Û¤
0x83d4	0xa18f	;µè
0x83d5	0xbf85	;Û¡
0x83d6	0xbf76	;Ûu
0x83d7	0xbf91	;Û¬
0x83d8	0xbf71	;Ûp
0x83d9	0xc2ec	;ßÈ
0x83db	0xbf94	;Û¯
0x83dc	0xa18d	;µæ
0x83dd	0xbf6f	;Ûn
0x83de	0xbf80	;Ûz
0x83df	0xa190	;µé
0x83e0	0xa176	;µÔ
0x83e1	0xbf73	;Ûr
0x83e2	0xbf92	;Û­
0x83e3	0xbf6c	;Ûk
0x83e4	0xbf65	;Ûd
0x83e5	0xbf70	;Ûo
0x83e7	0xbf64	;Ûc
0x83e8	0xbf62	;Ûa
0x83e9	0xa172	;µÐ
0x83ea	0xbf89	;Û¥
0x83eb	0xbf6b	;Ûj
0x83ec	0xbf8d	;Û¨
0x83ee	0xbf8e	;Û©
0x83ef	0xa17a	;µØ
0x83f0	0xa184	;µÝ
0x83f1	0xa180	;µÙ
0x83f2	0xa188	;µá
0x83f3	0xbf84	;Û~
0x83f4	0xa181	;µÚ
0x83f5	0xbf77	;Ûv
0x83f6	0xbf67	;Ûf
0x83f8	0xa174	;µÒ
0x83f9	0xbf59	;Û^
0x83fa	0xbf86	;Û¢
0x83fb	0xbf90	;Û«
0x83fc	0xbf66	;Ûe
0x83fd	0xa187	;µà
0x83fe	0xbf95	;Û°
0x83ff	0xbf72	;Ûq
0x8401	0xbf6e	;Ûm
0x8403	0xa173	;µÑ
0x8404	0xa18c	;µå
0x8406	0xbf82	;Û|
0x8407	0xa18e	;µç
0x8409	0xbf79	;Ûx
0x840a	0xa183	;µÜ
0x840b	0xa178	;µÖ
0x840c	0xa185	;µÞ
0x840d	0xa175	;µÓ
0x840e	0xa18b	;µä
0x840f	0xbf7a	;Ûy
0x8410	0xbf68	;Ûg
0x8411	0xbf81	;Û{
0x8412	0xbf63	;Ûb
0x8413	0xbf8a	;Û¦
0x841b	0xbf93	;Û®
0x8423	0xbf5a	;Û_
0x8429	0xc2eb	;ßÇ
0x842b	0xc333	;ßÝ
0x842c	0xa378	;¸U
0x842d	0xc2f0	;ßÌ
0x842f	0xc2ee	;ßÊ
0x8430	0xc2d9	;ßµ
0x8431	0xa3af	;¸©
0x8432	0xc2e9	;ßÅ
0x8433	0xc2fd	;ßÙ
0x8434	0xc2e5	;ßÁ
0x8435	0xa3b7	;¸±
0x8436	0xc2fc	;ßØ
0x8437	0xc2e3	;ß¿
0x8438	0xa18a	;µã
0x8439	0xc2f3	;ßÏ
0x843a	0xc2e4	;ßÀ
0x843b	0xc2fa	;ßÖ
0x843c	0xa3b6	;¸°
0x843d	0xa3ae	;¸¨
0x843f	0xc2ce	;ßª
0x8440	0xc2d6	;ß²
0x8442	0xc2ef	;ßË
0x8443	0xc2e7	;ßÃ
0x8444	0xc332	;ßÜ
0x8445	0xc2ea	;ßÆ
0x8446	0xa3bc	;¸¶
0x8447	0xc2fb	;ß×
0x8449	0xa3b3	;¸­
0x844b	0xc2ed	;ßÉ
0x844c	0xc2f5	;ßÑ
0x844d	0xc2da	;ß¶
0x844e	0xc2f4	;ßÐ
0x8450	0xc337	;ßá
0x8451	0xc2d5	;ß±
0x8452	0xc2f6	;ßÒ
0x8454	0xc335	;ßß
0x8456	0xc2cf	;ß«
0x8457	0xa182	;µÛ
0x8459	0xc2dd	;ß¹
0x845a	0xc2dc	;ß¸
0x845b	0xa3b5	;¸¯
0x845d	0xc2e0	;ß¼
0x845e	0xc2e2	;ß¾
0x845f	0xc2f1	;ßÍ
0x8460	0xc334	;ßÞ
0x8461	0xa3b8	;¸²
0x8463	0xa3b9	;¸³
0x8465	0xc2d4	;ß°
0x8466	0xa3b1	;¸«
0x8467	0xc2d8	;ß´
0x8468	0xc330	;ßÚ
0x8469	0xa3ba	;¸´
0x846b	0xa3b2	;¸¬
0x846c	0xa3b4	;¸®
0x846d	0xa3bb	;¸µ
0x846e	0xc336	;ßà
0x846f	0xc2f7	;ßÓ
0x8470	0xc2f2	;ßÎ
0x8473	0xc2df	;ß»
0x8474	0xc2de	;ßº
0x8475	0xa3b0	;¸ª
0x8476	0xc2d0	;ß¬
0x8477	0xa3ad	;¸§
0x8478	0xc2e8	;ßÄ
0x8479	0xc2d1	;ß­
0x847a	0xc2e6	;ßÂ
0x847d	0xc2db	;ß·
0x847e	0xc331	;ßÛ
0x8482	0xa3ac	;¸¦
0x8486	0xc2d7	;ß³
0x848d	0xc2d3	;ß¯
0x848e	0xc2f9	;ßÕ
0x848f	0xc2d2	;ß®
0x8490	0xa5e7	;»`
0x8491	0xc676	;ãÓ
0x8494	0xc665	;ãÂ
0x8497	0xc649	;ã¬
0x8498	0xc66d	;ãÊ
0x8499	0xa5df	;»X
0x849a	0xc658	;ã»
0x849b	0xc668	;ãÅ
0x849c	0xa5e2	;»[
0x849d	0xc661	;ã¾
0x849e	0xa5e0	;»Y
0x849f	0xc64c	;ã¯
0x84a0	0xc670	;ãÍ
0x84a1	0xc64b	;ã®
0x84a2	0xc664	;ãÁ
0x84a4	0xc64a	;ã­
0x84a7	0xc662	;ã¿
0x84a8	0xc66b	;ãÈ
0x84a9	0xc669	;ãÆ
0x84aa	0xc657	;ãº
0x84ab	0xc652	;ãµ
0x84ac	0xc650	;ã³
0x84ae	0xc651	;ã´
0x84af	0xc66a	;ãÇ
0x84b0	0xc675	;ãÒ
0x84b1	0xc659	;ã¼
0x84b2	0xa5e1	;»Z
0x84b4	0xc654	;ã·
0x84b6	0xc66e	;ãË
0x84b8	0xa5e4	;»]
0x84b9	0xc653	;ã¶
0x84ba	0xc64d	;ã°
0x84bb	0xc663	;ãÀ
0x84bc	0xa5e8	;»a
0x84bf	0xa5dc	;»U
0x84c0	0xa5e5	;»^
0x84c1	0xc655	;ã¸
0x84c2	0xc64f	;ã²
0x84c4	0xa5de	;»W
0x84c5	0xc2f8	;ßÔ
0x84c6	0xa5dd	;»V
0x84c7	0xc666	;ãÃ
0x84c9	0xa5db	;»T
0x84ca	0xa5ea	;»c
0x84cb	0xa5e3	;»\
0x84cc	0xc667	;ãÄ
0x84cd	0xc656	;ã¹
0x84ce	0xc64e	;ã±
0x84cf	0xc66f	;ãÌ
0x84d0	0xc65a	;ã½
0x84d1	0xa5e9	;»b
0x84d2	0xc673	;ãÐ
0x84d3	0xa5e6	;»_
0x84d4	0xc672	;ãÏ
0x84d6	0xc66c	;ãÉ
0x84d7	0xc671	;ãÎ
0x84db	0xc674	;ãÑ
0x84e7	0xc978	;çs
0x84e8	0xc979	;çt
0x84e9	0xc96c	;çg
0x84ea	0xc96b	;çf
0x84eb	0xc967	;çb
0x84ec	0xa7dc	;½´
0x84ee	0xa7d4	;½¬
0x84ef	0xc980	;çv
0x84f0	0xc97a	;çu
0x84f1	0xc2cd	;ß©
0x84f2	0xc964	;ç_
0x84f3	0xc968	;çc
0x84f4	0xc962	;ç]
0x84f6	0xc975	;çp
0x84f7	0xc966	;ça
0x84f9	0xc981	;çw
0x84fa	0xc959	;çZ
0x84fb	0xc957	;çX
0x84fc	0xc969	;çd
0x84fd	0xc973	;çn
0x84fe	0xc96e	;çi
0x84ff	0xa7de	;½¶
0x8500	0xc94e	;çO
0x8502	0xc972	;çm
0x8506	0xa7df	;½·
0x8507	0xc2e1	;ß½
0x8508	0xc95a	;ç[
0x8509	0xc951	;çR
0x850a	0xc954	;çU
0x850b	0xc985	;ç{
0x850c	0xc961	;ç\
0x850d	0xc952	;çS
0x850e	0xc950	;çQ
0x850f	0xc94d	;çN
0x8511	0xa7d8	;½°
0x8512	0xc96a	;çe
0x8513	0xa7d7	;½¯
0x8514	0xa7db	;½³
0x8515	0xc965	;ç`
0x8516	0xc96d	;çh
0x8517	0xa7d1	;½©
0x8518	0xc982	;çx
0x8519	0xc986	;ç|
0x851a	0xa7d3	;½«
0x851c	0xc956	;çW
0x851d	0xc970	;çk
0x851e	0xc974	;ço
0x851f	0xc953	;çT
0x8520	0xc983	;çy
0x8521	0xa7da	;½²
0x8523	0xa7d9	;½±
0x8524	0xc94b	;çL
0x8525	0xa7dd	;½µ
0x8526	0xc977	;çr
0x8527	0xc955	;çV
0x8528	0xc96f	;çj
0x8529	0xc94f	;çP
0x852a	0xc963	;ç^
0x852b	0xc958	;çY
0x852c	0xa7d5	;½­
0x852d	0xa7d6	;½®
0x852e	0xc971	;çl
0x852f	0xc987	;ç}
0x8530	0xc984	;çz
0x8531	0xc976	;çq
0x853b	0xc94c	;çM
0x853d	0xa7d2	;½ª
0x853e	0xcc95	;ëI
0x8540	0xcc8c	;ë@
0x8541	0xcc8f	;ëC
0x8543	0xa9a4	;¿»
0x8544	0xcc91	;ëE
0x8545	0xcc86	;êù
0x8546	0xcc8d	;ëA
0x8547	0xcc93	;ëG
0x8548	0xa9a1	;¿¸
0x8549	0xa9a5	;¿¼
0x854a	0xa99f	;¿¶
0x854d	0xcc88	;êû
0x854e	0xcc98	;ëL
0x8551	0xcc92	;ëF
0x8553	0xcc89	;êü
0x8554	0xcca1	;ëU
0x8555	0xcc9b	;ëO
0x8556	0xcc85	;êø
0x8557	0xcef1	;îF
0x8558	0xcc8b	;êþ
0x8559	0xa9a0	;¿·
0x855b	0xcc96	;ëJ
0x855d	0xcca0	;ëT
0x855e	0xa9a8	;¿¿
0x8560	0xcc9d	;ëQ
0x8561	0xcc8a	;êý
0x8562	0xcc90	;ëD
0x8563	0xcc94	;ëH
0x8564	0xcc8e	;ëB
0x8565	0xcca2	;ëV
0x8566	0xcc9f	;ëS
0x8567	0xcc9c	;ëP
0x8568	0xa9a2	;¿¹
0x8569	0xa9a3	;¿º
0x856a	0xa9a7	;¿¾
0x856b	0xcc87	;êú
0x856c	0xcca3	;ëW
0x856d	0xa9a6	;¿½
0x856e	0xcc99	;ëM
0x8571	0xcc97	;ëK
0x8575	0xcc9a	;ëN
0x8576	0xcf30	;îS
0x8577	0xceeb	;î@
0x8578	0xcef0	;îE
0x8579	0xcefd	;îR
0x857a	0xceef	;îD
0x857b	0xcee7	;íû
0x857c	0xceec	;îA
0x857e	0xab42	;Á¢
0x8580	0xcee0	;íô
0x8581	0xcef8	;îM
0x8582	0xcefa	;îO
0x8583	0xcedf	;íó
0x8584	0xab41	;Á¡
0x8585	0xcefc	;îQ
0x8586	0xcef4	;îI
0x8587	0xab48	;Á¨
0x8588	0xcefb	;îP
0x8589	0xceed	;îB
0x858a	0xab4a	;Áª
0x858b	0xcee5	;íù
0x858c	0xcc9e	;ëR
0x858d	0xcef5	;îJ
0x858e	0xcef2	;îG
0x858f	0xcee1	;íõ
0x8590	0xcf32	;îU
0x8591	0xab44	;Á¤
0x8594	0xab45	;Á¥
