CODEPAGE 20000          ;CNS - Taiwan

CPINFO 2 0x3f 0x003f    ;DBCS CP;Default Char = Question Mark

MBTABLE	162

0x00	0x0000	;Null
0xe035	0xf356
0xe036	0xf357
0xe037	0xf358
0xe038	0xf359
0xe039	0xf35a
0xe03a	0xf35b
0xe03b	0xf35c
0xe03c	0xf35d
0xe03d	0xf35e
0xe03e	0xf35f
0xe03f	0xf360
0xe040	0xf361
0xe041	0xf362
0xe042	0xf363
0xe043	0xf364
0xe044	0xf365
0xe045	0xf366
0xe046	0xf367
0xe047	0xf368
0xe048	0xf369
0xe049	0xf36a
0xe04a	0xf36b
0xe04b	0xf36c
0xe04c	0xf36d
0xe04d	0xf36e
0xe04e	0xf36f
0xe04f	0xf370
0xe050	0xf371
0xe051	0xf372
0xe052	0xf373
0xe053	0xf374
0xe054	0xf375
0xe055	0xf376
0xe056	0xf377
0xe057	0xf378
0xe058	0xf379
0xe059	0xf37a
0xe05a	0xf37b
0xe05b	0xf37c
0xe05c	0xf37d
0xe05d	0xf37e
0xe05e	0xf421
0xe05f	0xf422
0xe060	0xf423
0xe061	0xf424
0xe062	0xf425
0xe063	0xf426
0xe064	0xf427
0xe065	0xf428
0xe066	0xf429
0xe067	0xf42a
0xe068	0xf42b
0xe069	0xf42c
0xe06a	0xf42d
0xe06b	0xf42e
0xe06c	0xf42f
0xe06d	0xf430
0xe06e	0xf431
0xe06f	0xf432
0xe070	0xf433
0xe071	0xf434
0xe072	0xf435
0xe073	0xf436
0xe074	0xf437
0xe075	0xf438
0xe076	0xf439
0xe077	0xf43a
0xe078	0xf43b
0xe079	0xf43c
0xe07a	0xf43d
0xe07b	0xf43e
0xe07c	0xf43f
0xe07d	0xf440
0xe07e	0xf441
0xe07f	0xf442
0xe080	0xf443
0xe081	0xf444
0xe082	0xf445
0xe083	0xf446
0xe084	0xf447
0xe085	0xf448
0xe086	0xf449
0xe087	0xf44a
0xe088	0xf44b
0xe089	0xf44c
0xe08a	0xf44d
0xe08b	0xf44e
0xe08c	0xf44f
0xe08d	0xf450
0xe08e	0xf451
0xe08f	0xf452
0xe090	0xf453
0xe091	0xf454
0xe092	0xf455
0xe093	0xf456
0xe094	0xf457
0xe095	0xf458
0xe096	0xf459
0xe097	0xf45a
0xe098	0xf45b
0xe099	0xf45c
0xe09a	0xf45d
0xe09b	0xf45e
0xe09c	0xf45f
0xe09d	0xf460
0xe09e	0xf461
0xe09f	0xf462
0xe0a0	0xf463
0xe0a1	0xf464
0xe0a2	0xf465
0xe0a3	0xf466
0xe0a4	0xf467
0xe0a5	0xf468
0xe0a6	0xf469
0xe0a7	0xf46a
0xe0a8	0xf46b
0xe0a9	0xf46c
0xe0aa	0xf46d
0xe0ab	0xf46e
0xe0ac	0xf46f
0xe0ad	0xf470
0xe0ae	0xf471
0xe0af	0xf472
0xe0b0	0xf473
0xe0b1	0xf474
0xe0b2	0xf475
0xe0b3	0xf476
0xe0b4	0xf477
0xe0b5	0xf478
0xe0b6	0xf479
0xe0b7	0xf47a
0xe0b8	0xf47b
0xe0b9	0xf47c
0xe0ba	0xf47d
0xe0bb	0xf47e
0xe0bc	0xf521
0xe0bd	0xf522
0xe0be	0xf523
0xe0bf	0xf524
0xe0c0	0xf525
0xe0c1	0xf526
0xe0c2	0xf527
0xe0c3	0xf528
0xe0c4	0xf529
0xe0c5	0xf52a
0xe0c6	0xf52b
0xe0c7	0xf52c
0xe0c8	0xf52d
0xe0c9	0xf52e
0xe0ca	0xf52f
0xe0cb	0xf530
0xe0cc	0xf531
0xe0cd	0xf532
0xe0ce	0xf533
0xe0cf	0xf534
0xe0d0	0xf535
0xe0d1	0xf536
0xe0d2	0xf537
0xe0d3	0xf538
0xe0d4	0xf539
0xe0d5	0xf53a
0xe0d6	0xf53b
0xe0d7	0xf53c
0xe0d8	0xf53d
0xe0d9	0xf53e
0xe0da	0xf53f
0xe0db	0xf540
0xe0dc	0xf541
0xe0dd	0xf542
0xe0de	0xf543
0xe0df	0xf544
0xe0e0	0xf545
0xe0e1	0xf546
0xe0e2	0xf547
0xe0e3	0xf548
0xe0e4	0xf549
0xe0e5	0xf54a
0xe0e6	0xf54b
0xe0e7	0xf54c
0xe0e8	0xf54d
0xe0e9	0xf54e
0xe0ea	0xf54f
0xe0eb	0xf550
0xe0ec	0xf551
0xe0ed	0xf552
0xe0ee	0xf553
0xe0ef	0xf554
0xe0f0	0xf555
0xe0f1	0xf556
0xe0f2	0xf557
0xe0f3	0xf558
0xe0f4	0xf559
0xe0f5	0xf55a
0xe0f6	0xf55b
0xe0f7	0xf55c
0xe0f8	0xf55d
0xe0f9	0xf55e
0xe0fa	0xf55f
0xe0fb	0xf560
0xe0fc	0xf561
0xe0fd	0xf562
0xe0fe	0xf563
0xe0ff	0xf564
0xe100	0xf565
0xe101	0xf566
0xe102	0xf567
0xe103	0xf568
0xe104	0xf569
0xe105	0xf56a
0xe106	0xf56b
0xe107	0xf56c
0xe108	0xf56d
0xe109	0xf56e
0xe10a	0xf56f
0xe10b	0xf570
0xe10c	0xf571
0xe10d	0xf572
0xe10e	0xf573
0xe10f	0xf574
0xe110	0xf575
0xe111	0xf576
0xe112	0xf577
0xe113	0xf578
0xe114	0xf579
0xe115	0xf57a
0xe116	0xf57b
0xe117	0xf57c
0xe118	0xf57d
0xe119	0xf57e
0xe11a	0xf621
0xe11b	0xf622
0xe11c	0xf623
0xe11d	0xf624
0xe11e	0xf625
0xe11f	0xf626
0xe120	0xf627
0xe121	0xf628
0xe122	0xf629
0xe123	0xf62a
0xe124	0xf62b
0xe125	0xf62c
0xe126	0xf62d
0xe127	0xf62e
0xe128	0xf62f
0xe129	0xf630
0xe12a	0xf631
0xe12b	0xf632
0xe12c	0xf633
0xe12d	0xf634
0xe12e	0xf635
0xe12f	0xf636
0xe130	0xf637
0xe131	0xf638
0xe132	0xf639
0xe133	0xf63a
0xe134	0xf63b
0xe135	0xf63c
0xe136	0xf63d
0xe137	0xf63e
0xe138	0xf63f
0xe139	0xf640
0xe13a	0xf641
0xe13b	0xf642
0xe13c	0xf643
0xe13d	0xf644
0xe13e	0xf645
0xe13f	0xf646
0xe140	0xf647
0xe141	0xf648
0xe142	0xf649
0xe143	0xf64a
0xe144	0xf64b
0xe145	0xf64c
0xe146	0xf64d
0xe147	0xf64e
0xe148	0xf64f
0xe149	0xf650
0xe14a	0xf651
0xe14b	0xf652
0xe14c	0xf653
0xe14d	0xf654
0xe14e	0xf655
0xe14f	0xf656
0xe150	0xf657
0xe151	0xf658
0xe152	0xf659
0xe153	0xf65a
0xe154	0xf65b
0xe155	0xf65c
0xe156	0xf65d
0xe157	0xf65e
0xe158	0xf65f
0xe159	0xf660
0xe15a	0xf661
0xe15b	0xf662
0xe15c	0xf663
0xe15d	0xf664
0xe15e	0xf665
0xe15f	0xf666
0xe160	0xf667
0xe161	0xf668
0xe162	0xf669
0xe163	0xf66a
0xe164	0xf66b
0xe165	0xf66c
0xe166	0xf66d
0xe167	0xf66e
0xe168	0xf66f
0xe169	0xf670
0xe16a	0xf671
0xe16b	0xf672
0xe16c	0xf673
0xe16d	0xf674
0xe16e	0xf675
0xe16f	0xf676
0xe170	0xf677
0xe171	0xf678
0xe172	0xf679
0xe173	0xf67a
0xe174	0xf67b
0xe175	0xf67c
0xe176	0xf67d
0xe177	0xf67e
0xe178	0xf721
0xe179	0xf722
0xe17a	0xf723
0xe17b	0xf724
0xe17c	0xf725
0xe17d	0xf726
0xe17e	0xf727
0xe17f	0xf728
0xe180	0xf729
0xe181	0xf72a
0xe182	0xf72b
0xe183	0xf72c
0xe184	0xf72d
0xe185	0xf72e
0xe186	0xf72f
0xe187	0xf730
0xe188	0xf731
0xe189	0xf732
0xe18a	0xf733
0xe18b	0xf734
0xe18c	0xf735
0xe18d	0xf736
0xe18e	0xf737
0xe18f	0xf738
0xe190	0xf739
0xe191	0xf73a
0xe192	0xf73b
0xe193	0xf73c
0xe194	0xf73d
0xe195	0xf73e
0xe196	0xf73f
0xe197	0xf740
0xe198	0xf741
0xe199	0xf742
0xe19a	0xf743
0xe19b	0xf744
0xe19c	0xf745
0xe19d	0xf746
0xe19e	0xf747
0xe19f	0xf748
0xe1a0	0xf749
0xe1a1	0xf74a
0xe1a2	0xf74b
0xe1a3	0xf74c
0xe1a4	0xf74d
0xe1a5	0xf74e
0xe1a6	0xf74f
0xe1a7	0xf750
0xe1a8	0xf751
0xe1a9	0xf752
0xe1aa	0xf753
0xe1ab	0xf754
0xe1ac	0xf755
0xe1ad	0xf756
0xe1ae	0xf757
0xe1af	0xf758
0xe1b0	0xf759
0xe1b1	0xf75a
0xe1b2	0xf75b
0xe1b3	0xf75c
0xe1b4	0xf75d
0xe1b5	0xf75e
0xe1b6	0xf75f
0xe1b7	0xf760
0xe1b8	0xf761
0xe1b9	0xf762
0xe1ba	0xf763
0xe1bb	0xf764
0xe1bc	0xf765
0xe1bd	0xf766
0xe1be	0xf767
0xe1bf	0xf768
0xe1c0	0xf769
0xe1c1	0xf76a
0xe1c2	0xf76b
0xe1c3	0xf76c
0xe1c4	0xf76d
0xe1c5	0xf76e
0xe1c6	0xf76f
0xe1c7	0xf770
0xe1c8	0xf771
0xe1c9	0xf772
0xe1ca	0xf773
0xe1cb	0xf774
0xe1cc	0xf775
0xe1cd	0xf776
0xe1ce	0xf777
0xe1cf	0xf778
0xe1d0	0xf779
0xe1d1	0xf77a
0xe1d2	0xf77b
0xe1d3	0xf77c
0xe1d4	0xf77d
0xe1d5	0xf77e
0xe1d6	0xf821
0xe1d7	0xf822
0xe1d8	0xf823
0xe1d9	0xf824
0xe1da	0xf825
0xe1db	0xf826
0xe1dc	0xf827
0xe1dd	0xf828
0xe1de	0xf829
0xe1df	0xf82a
0xe1e0	0xf82b
0xe1e1	0xf82c
0xe1e2	0xf82d
0xe1e3	0xf82e
0xe1e4	0xf82f
0xe1e5	0xf830
0xe1e6	0xf831
0xe1e7	0xf832
0xe1e8	0xf833
0xe1e9	0xf834
0xe1ea	0xf835
0xe1eb	0xf836
0xe1ec	0xf837
0xe1ed	0xf838
0xe1ee	0xf839
0xe1ef	0xf83a
0xe1f0	0xf83b
0xe1f1	0xf83c
0xe1f2	0xf83d
0xe1f3	0xf83e
0xe1f4	0xf83f
0xe1f5	0xf840
0xe1f6	0xf841
0xe1f7	0xf842
0xe1f8	0xf843
0xe1f9	0xf844
0xe1fa	0xf845
0xe1fb	0xf846
0xe1fc	0xf847
0xe1fd	0xf848
0xe1fe	0xf849
0xe1ff	0xf84a
0xe200	0xf84b
0xe201	0xf84c
0xe202	0xf84d
0xe203	0xf84e
0xe204	0xf84f
0xe205	0xf850
0xe206	0xf851
0xe207	0xf852
0xe208	0xf853
0xe209	0xf854
0xe20a	0xf855
0xe20b	0xf856
0xe20c	0xf857
0xe20d	0xf858
0xe20e	0xf859
0xe20f	0xf85a
0xe210	0xf85b
0xe211	0xf85c
0xe212	0xf85d
0xe213	0xf85e
0xe214	0xf85f
0xe215	0xf860
0xe216	0xf861
0xe217	0xf862
0xe218	0xf863
0xe219	0xf864
0xe21a	0xf865
0xe21b	0xf866
0xe21c	0xf867
0xe21d	0xf868
0xe21e	0xf869
0xe21f	0xf86a
0xe220	0xf86b
0xe221	0xf86c
0xe222	0xf86d
0xe223	0xf86e
0xe224	0xf86f
0xe225	0xf870
0xe226	0xf871
0xe227	0xf872
0xe228	0xf873
0xe229	0xf874
0xe22a	0xf875
0xe22b	0xf876
0xe22c	0xf877
0xe22d	0xf878
0xe22e	0xf879
0xe22f	0xf87a
0xe230	0xf87b
0xe231	0xf87c
0xe232	0xf87d
0xe233	0xf87e
0xe234	0xf921
0xe235	0xf922
0xe236	0xf923
0xe237	0xf924
0xe238	0xf925
0xe239	0xf926
0xe23a	0xf927
0xe23b	0xf928
0xe23c	0xf929
0xe23d	0xf92a
0xe23e	0xf92b
0xe23f	0xf92c
0xe240	0xf92d
0xe241	0xf92e
0xe242	0xf92f
0xe243	0xf930
0xe244	0xf931
0xe245	0xf932
0xe246	0xf933
0xe247	0xf934
0xe248	0xf935
0xe249	0xf936
0xe24a	0xf937
0xe24b	0xf938
0xe24c	0xf939
0xe24d	0xf93a
0xe24e	0xf93b
0xe24f	0xf93c
0xe250	0xf93d
0xe251	0xf93e
0xe252	0xf93f
0xe253	0xf940
0xe254	0xf941
0xe255	0xf942
0xe256	0xf943
0xe257	0xf944
0xe258	0xf945
0xe259	0xf946
0xe25a	0xf947
0xe25b	0xf948
0xe25c	0xf949
0xe25d	0xf94a
0xe25e	0xf94b
0xe25f	0xf94c
0xe260	0xf94d
0xe261	0xf94e
0xe262	0xf94f
0xe263	0xf950
0xe264	0xf951
0xe265	0xf952
0xe266	0xf953
0xe267	0xf954
0xe268	0xf955
0xe269	0xf956
0xe26a	0xf957
0xe26b	0xf958
0xe26c	0xf959
0xe26d	0xf95a
0xe26e	0xf95b
0xe26f	0xf95c
0xe270	0xf95d
0xe271	0xf95e
0xe272	0xf95f
0xe273	0xf960
0xe274	0xf961
0xe275	0xf962
0xe276	0xf963
0xe277	0xf964
0xe278	0xf965
0xe279	0xf966
0xe27a	0xf967
0xe27b	0xf968
0xe27c	0xf969
0xe27d	0xf96a
0xe27e	0xf96b
0xe27f	0xf96c
0xe280	0xf96d
0xe281	0xf96e
0xe282	0xf96f
0xe283	0xf970
0xe284	0xf971
0xe285	0xf972
0xe286	0xf973
0xe287	0xf974
0xe288	0xf975
0xe289	0xf976
0xe28a	0xf977
0xe28b	0xf978
0xe28c	0xf979
0xe28d	0xf97a
0xe28e	0xf97b
0xe28f	0xf97c
0xe290	0xf97d
0xe291	0xf97e
0xe292	0xfa21
0xe293	0xfa22
0xe294	0xfa23
0xe295	0xfa24
0xe296	0xfa25
0xe297	0xfa26
0xe298	0xfa27
0xe299	0xfa28
0xe29a	0xfa29
0xe29b	0xfa2a
0xe29c	0xfa2b
0xe29d	0xfa2c
0xe29e	0xfa2d
0xe29f	0xfa2e
0xe2a0	0xfa2f
0xe2a1	0xfa30
0xe2a2	0xfa31
0xe2a3	0xfa32
0xe2a4	0xfa33
0xe2a5	0xfa34
0xe2a6	0xfa35
0xe2a7	0xfa36
0xe2a8	0xfa37
0xe2a9	0xfa38
0xe2aa	0xfa39
0xe2ab	0xfa3a
0xe2ac	0xfa3b
0xe2ad	0xfa3c
0xe2ae	0xfa3d
0xe2af	0xfa3e
0xe2b0	0xfa3f
0xe2b1	0xfa40
0xe2b2	0xfa41
0xe2b3	0xfa42
0xe2b4	0xfa43
0xe2b5	0xfa44
0xe2b6	0xfa45
0xe2b7	0xfa46
0xe2b8	0xfa47
0xe2b9	0xfa48
0xe2ba	0xfa49
0xe2bb	0xfa4a
0xe2bc	0xfa4b
0xe2bd	0xfa4c
0xe2be	0xfa4d
0xe2bf	0xfa4e
0xe2c0	0xfa4f
0xe2c1	0xfa50
0xe2c2	0xfa51
0xe2c3	0xfa52
0xe2c4	0xfa53
0xe2c5	0xfa54
0xe2c6	0xfa55
0xe2c7	0xfa56
0xe2c8	0xfa57
0xe2c9	0xfa58
0xe2ca	0xfa59
0xe2cb	0xfa5a
0xe2cc	0xfa5b
0xe2cd	0xfa5c
0xe2ce	0xfa5d
0xe2cf	0xfa5e
0xe2d0	0xfa5f
0xe2d1	0xfa60
0xe2d2	0xfa61
0xe2d3	0xfa62
0xe2d4	0xfa63
0xe2d5	0xfa64
0xe2d6	0xfa65
0xe2d7	0xfa66
0xe2d8	0xfa67
0xe2d9	0xfa68
0xe2da	0xfa69
0xe2db	0xfa6a
0xe2dc	0xfa6b
0xe2dd	0xfa6c
0xe2de	0xfa6d
0xe2df	0xfa6e
0xe2e0	0xfa6f
0xe2e1	0xfa70
0xe2e2	0xfa71
0xe2e3	0xfa72
0xe2e4	0xfa73
0xe2e5	0xfa74
0xe2e6	0xfa75
0xe2e7	0xfa76
0xe2e8	0xfa77
0xe2e9	0xfa78
0xe2ea	0xfa79
0xe2eb	0xfa7a
0xe2ec	0xfa7b
0xe2ed	0xfa7c
0xe2ee	0xfa7d
0xe2ef	0xfa7e
0xe2f0	0xfb21
0xe2f1	0xfb22
0xe2f2	0xfb23
0xe2f3	0xfb24
0xe2f4	0xfb25
0xe2f5	0xfb26
0xe2f6	0xfb27
0xe2f7	0xfb28
0xe2f8	0xfb29
0xe2f9	0xfb2a
0xe2fa	0xfb2b
0xe2fb	0xfb2c
0xe2fc	0xfb2d
0xe2fd	0xfb2e
0xe2fe	0xfb2f
0xe2ff	0xfb30
0xe300	0xfb31
0xe301	0xfb32
0xe302	0xfb33
0xe303	0xfb34
0xe304	0xfb35
0xe305	0xfb36
0xe306	0xfb37
0xe307	0xfb38
0xe308	0xfb39
0xe309	0xfb3a
0xe30a	0xfb3b
0xe30b	0xfb3c
0xe30c	0xfb3d
0xe30d	0xfb3e
0xe30e	0xfb3f
0xe30f	0xfb40
0xe310	0xfb41
0xe311	0xfb42
0xe312	0xfb43
0xe313	0xfb44
0xe314	0xfb45
0xe315	0xfb46
0xe316	0xfb47
0xe317	0xfb48
0xe318	0xfb49
0xe319	0xfb4a
0xe31a	0xfb4b
0xe31b	0xfb4c
0xe31c	0xfb4d
0xe31d	0xfb4e
0xe31e	0xfb4f
0xe31f	0xfb50
0xe320	0xfb51
0xe321	0xfb52
0xe322	0xfb53
0xe323	0xfb54
0xe324	0xfb55
0xe325	0xfb56
0xe326	0xfb57
0xe327	0xfb58
0xe328	0xfb59
0xe329	0xfb5a
0xe32a	0xfb5b
0xe32b	0xfb5c
0xe32c	0xfb5d
0xe32d	0xfb5e
0xe32e	0xfb5f
0xe32f	0xfb60
0xe330	0xfb61
0xe331	0xfb62
0xe332	0xfb63
0xe333	0xfb64
0xe334	0xfb65
0xe335	0xfb66
0xe336	0xfb67
0xe337	0xfb68
0xe338	0xfb69
0xe339	0xfb6a
0xe33a	0xfb6b
0xe33b	0xfb6c
0xe33c	0xfb6d
0xe33d	0xfb6e
0xe33e	0xfb6f
0xe33f	0xfb70
0xe340	0xfb71
0xe341	0xfb72
0xe342	0xfb73
0xe343	0xfb74
0xe344	0xfb75
0xe345	0xfb76
0xe346	0xfb77
0xe347	0xfb78
0xe348	0xfb79
0xe349	0xfb7a
0xe34a	0xfb7b
0xe34b	0xfb7c
0xe34c	0xfb7d
0xe34d	0xfb7e
0xe34e	0xfc21
0xe34f	0xfc22
0xe350	0xfc23
0xe351	0xfc24
0xe352	0xfc25
0xe353	0xfc26
0xe354	0xfc27
0xe355	0xfc28
0xe356	0xfc29
0xe357	0xfc2a
0xe358	0xfc2b
0xe359	0xfc2c
0xe35a	0xfc2d
0xe35b	0xfc2e
0xe35c	0xfc2f
0xe35d	0xfc30
0xe35e	0xfc31
0xe35f	0xfc32
0xe360	0xfc33
0xe361	0xfc34
0xe362	0xfc35
0xe363	0xfc36
0xe364	0xfc37
0xe365	0xfc38
0xe366	0xfc39
0xe367	0xfc3a
0xe368	0xfc3b
0xe369	0xfc3c
0xe36a	0xfc3d
0xe36b	0xfc3e
0xe36c	0xfc3f
0xe36d	0xfc40
0xe36e	0xfc41
0xe36f	0xfc42
0xe370	0xfc43
0xe371	0xfc44
0xe372	0xfc45
0xe373	0xfc46
0xe374	0xfc47
0xe375	0xfc48
0xe376	0xfc49
0xe377	0xfc4a
0xe378	0xfc4b
0xe379	0xfc4c
0xe37a	0xfc4d
0xe37b	0xfc4e
0xe37c	0xfc4f
0xe37d	0xfc50
0xe37e	0xfc51
0xe37f	0xfc52
0xe380	0xfc53
0xe381	0xfc54
0xe382	0xfc55
0xe383	0xfc56
0xe384	0xfc57
0xe385	0xfc58
0xe386	0xfc59
0xe387	0xfc5a
0xe388	0xfc5b
0xe389	0xfc5c
0xe38a	0xfc5d
0xe38b	0xfc5e
0xe38c	0xfc5f
0xe38d	0xfc60
0xe38e	0xfc61
0xe38f	0xfc62
0xe390	0xfc63
0xe391	0xfc64
0xe392	0xfc65
0xe393	0xfc66
0xe394	0xfc67
0xe395	0xfc68
0xe396	0xfc69
0xe397	0xfc6a
0xe398	0xfc6b
0xe399	0xfc6c
0xe39a	0xfc6d
0xe39b	0xfc6e
0xe39c	0xfc6f
0xe39d	0xfc70
0xe39e	0xfc71
0xe39f	0xfc72
0xe3a0	0xfc73
0xe3a1	0xfc74
0xe3a2	0xfc75
0xe3a3	0xfc76
0xe3a4	0xfc77
0xe3a5	0xfc78
0xe3a6	0xfc79
0xe3a7	0xfc7a
0xe3a8	0xfc7b
0xe3a9	0xfc7c
0xe3aa	0xfc7d
0xe3ab	0xfc7e
0xe3ac	0xfd21
0xe3ad	0xfd22
0xe3ae	0xfd23
0xe3af	0xfd24
0xe3b0	0xfd25
0xe3b1	0xfd26
0xe3b2	0xfd27
0xe3b3	0xfd28
0xe3b4	0xfd29
0xe3b5	0xfd2a
0xe3b6	0xfd2b
0xe3b7	0xfd2c
0xe3b8	0xfd2d
0xe3b9	0xfd2e
0xe3ba	0xfd2f
0xe3bb	0xfd30
0xe3bc	0xfd31
0xe3bd	0xfd32
0xe3be	0xfd33
0xe3bf	0xfd34
0xe3c0	0xfd35
0xe3c1	0xfd36
0xe3c2	0xfd37
0xe3c3	0xfd38
0xe3c4	0xfd39
0xe3c5	0xfd3a
0xe3c6	0xfd3b
0xe3c7	0xfd3c
0xe3c8	0xfd3d
0xe3c9	0xfd3e
0xe3ca	0xfd3f
0xe3cb	0xfd40
0xe3cc	0xfd41
0xe3cd	0xfd42
0xe3ce	0xfd43
0xe3cf	0xfd44
0xe3d0	0xfd45
0xe3d1	0xfd46
0xe3d2	0xfd47
0xe3d3	0xfd48
0xe3d4	0xfd49
0xe3d5	0xfd4a
0xe3d6	0xfd4b
0xe3d7	0xfd4c
0xe3d8	0xfd4d
0xe3d9	0xfd4e
0xe3da	0xfd4f
0xe3db	0xfd50
0xe3dc	0xfd51
0xe3dd	0xfd52
0xe3de	0xfd53
0xe3df	0xfd54
0xe3e0	0xfd55
0xe3e1	0xfd56
0xe3e2	0xfd57
0xe3e3	0xfd58
0xe3e4	0xfd59
0xe3e5	0xfd5a
0xe3e6	0xfd5b
0xe3e7	0xfd5c
0xe3e8	0xfd5d
0xe3e9	0xfd5e
0xe3ea	0xfd5f
0xe3eb	0xfd60
0xe3ec	0xfd61
0xe3ed	0xfd62
0xe3ee	0xfd63
0xe3ef	0xfd64
0xe3f0	0xfd65
0xe3f1	0xfd66
0xe3f2	0xfd67
0xe3f3	0xfd68
0xe3f4	0xfd69
0xe3f5	0xfd6a
0xe3f6	0xfd6b
0xe3f7	0xfd6c
0xe3f8	0xfd6d
0xe3f9	0xfd6e
0xe3fa	0xfd6f
0xe3fb	0xfd70
0xe3fc	0xfd71
0xe3fd	0xfd72
0xe3fe	0xfd73
0xe3ff	0xfd74
0xe400	0xfd75
0xe401	0xfd76
0xe402	0xfd77
0xe403	0xfd78
0xe404	0xfd79
0xe405	0xfd7a
0xe406	0xfd7b
0xe407	0xfd7c
0xe408	0xfd7d
0xe409	0xfd7e
0xe40a	0xfe21
0xe40b	0xfe22
0xe40c	0xfe23
0xe40d	0xfe24
0xe40e	0xfe25
0xe40f	0xfe26
0xe410	0xfe27
0xe411	0xfe28
0xe412	0xfe29
0xe413	0xfe2a
0xe414	0xfe2b
0xe415	0xfe2c
0xe416	0xfe2d
0xe417	0xfe2e
0xe418	0xfe2f
0xe419	0xfe30
0xe41a	0xfe31
0xe41b	0xfe32
0xe41c	0xfe33
0xe41d	0xfe34
0xe41e	0xfe35
0xe41f	0xfe36
0xe420	0xfe37
0xe421	0xfe38
0xe422	0xfe39
0xe423	0xfe3a
0xe424	0xfe3b
0xe425	0xfe3c
0xe426	0xfe3d
0xe427	0xfe3e
0xe428	0xfe3f
0xe429	0xfe40
0xe42a	0xfe41
0xe42b	0xfe42
0xe42c	0xfe43
0xe42d	0xfe44
0xe42e	0xfe45
0xe42f	0xfe46
0xe430	0xfe47
0xe431	0xfe48
0xe432	0xfe49
0xe433	0xfe4a
0xe434	0xfe4b
0xe435	0xfe4c
0xe436	0xfe4d
0xe437	0xfe4e
0xe438	0xfe4f
0xe439	0xfe50
0xe43a	0xfe51
0xe43b	0xfe52
0xe43c	0xfe53
0xe43d	0xfe54
0xe43e	0xfe55
0xe43f	0xfe56
0xe440	0xfe57
0xe441	0xfe58
0xe442	0xfe59
0xe443	0xfe5a
0xe444	0xfe5b
0xe445	0xfe5c
0xe446	0xfe5d
0xe447	0xfe5e
0xe448	0xfe5f
0xe449	0xfe60
0xe44a	0xfe61
0xe44b	0xfe62
0xe44c	0xfe63
0xe44d	0xfe64
0xe44e	0xfe65
0xe44f	0xfe66
0xe450	0xfe67
0xe451	0xfe68
0xe452	0xfe69
0xe453	0xfe6a
0xe454	0xfe6b
0xe455	0xfe6c
0xe456	0xfe6d
0xe457	0xfe6e
0xe458	0xfe6f
0xe459	0xfe70
0xe45a	0xfe71
0xe45b	0xfe72
0xe45c	0xfe73
0xe45d	0xfe74
0xe45e	0xfe75
0xe45f	0xfe76
0xe460	0xfe77
0xe461	0xfe78
0xe462	0xfe79
0xe463	0xfe7a
0xe464	0xfe7b
0xe465	0xfe7c
0xe466	0xfe7d
0xe467	0xfe7e
0xe468	0xaaa1
0xe469	0xaaa2
0xe46a	0xaaa3
0xe46b	0xaaa4
0xe46c	0xaaa5
0xe46d	0xaaa6
0xe46e	0xaaa7
0xe46f	0xaaa8
0xe470	0xaaa9
0xe471	0xaaaa
0xe472	0xaaab
0xe473	0xaaac
0xe474	0xaaad
0xe475	0xaaae
0xe476	0xaaaf
0xe477	0xaab0
0xe478	0xaab1
0xe479	0xaab2
0xe47a	0xaab3
0xe47b	0xaab4
0xe47c	0xaab5
0xe47d	0xaab6
0xe47e	0xaab7
0xe47f	0xaab8
0xe480	0xaab9
0xe481	0xaaba
0xe482	0xaabb
0xe483	0xaabc
0xe484	0xaabd
0xe485	0xaabe
0xe486	0xaabf
0xe487	0xaac0
0xe488	0xaac1
0xe489	0xaac2
0xe48a	0xaac3
0xe48b	0xaac4
0xe48c	0xaac5
0xe48d	0xaac6
0xe48e	0xaac7
0xe48f	0xaac8
0xe490	0xaac9
0xe491	0xaaca
0xe492	0xaacb
0xe493	0xaacc
0xe494	0xaacd
0xe495	0xaace
0xe496	0xaacf
0xe497	0xaad0
0xe498	0xaad1
0xe499	0xaad2
0xe49a	0xaad3
0xe49b	0xaad4
0xe49c	0xaad5
0xe49d	0xaad6
0xe49e	0xaad7
0xe49f	0xaad8
0xe4a0	0xaad9
0xe4a1	0xaada
0xe4a2	0xaadb
0xe4a3	0xaadc
0xe4a4	0xaadd
0xe4a5	0xaade
0xe4a6	0xaadf
0xe4a7	0xaae0
0xe4a8	0xaae1
0xe4a9	0xaae2
0xe4aa	0xaae3
0xe4ab	0xaae4
0xe4ac	0xaae5
0xe4ad	0xaae6
0xe4ae	0xaae7
0xe4af	0xaae8
0xe4b0	0xaae9
0xe4b1	0xaaea
0xe4b2	0xaaeb
0xe4b3	0xaaec
0xe4b4	0xaaed
0xe4b5	0xaaee
0xe4b6	0xaaef
0xe4b7	0xaaf0
0xe4b8	0xaaf1
0xe4b9	0xaaf2
0xe4ba	0xaaf3
0xe4bb	0xaaf4
0xe4bc	0xaaf5
0xe4bd	0xaaf6
0xe4be	0xaaf7
0xe4bf	0xaaf8
0xe4c0	0xaaf9
0xe4c1	0xaafa
0xe4c2	0xaafb
0xe4c3	0xaafc
0xe4c4	0xaafd
0xe4c5	0xaafe
0xe4c6	0xaba1
0xe4c7	0xaba2
0xe4c8	0xaba3
0xe4c9	0xaba4
0xe4ca	0xaba5
0xe4cb	0xaba6
0xe4cc	0xaba7
0xe4cd	0xaba8
0xe4ce	0xaba9
0xe4cf	0xabaa
0xe4d0	0xabab
