# DerivedNormalizationProps-5.0.0.txt
# Date: 2006-06-07, 17:42:44 GMT [MD]
#
# Unicode Character Database
# Copyright (c) 1991-2006 Unicode, Inc.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see UCD.html

# ================================================

# Derived Property: FC_NFKC_Closure
#  Generated from computing: b = NFKC(Fold(a)); c = NFKC(Fold(b));
#  Then if (c != b) add the mapping from a to c to the set of
#  mappings that constitute the FC_NFKC_Closure list
#  Uses the full case folding from CaseFolding.txt, without the T option.

037A  ; FC_NFKC; 0020 03B9
0DDC..0DDE    ; Expands_On_NFKD
0E33          ; Expands_On_NFKD
0EB3          ; Expands_On_NFKD
0EDC..0EDD    ; Expands_On_NFKD
0F43          ; Expands_On_NFKD
0F4D          ; Expands_On_NFKD
0F52          ; Expands_On_NFKD
0F57          ; Expands_On_NFKD
0F5C          ; Expands_On_NFKD
0F69          ; Expands_On_NFKD
0F73          ; Expands_On_NFKD
0F75..0F79    ; Expands_On_NFKD
0F81          ; Expands_On_NFKD
0F93          ; Expands_On_NFKD
0F9D          ; Expands_On_NFKD
0FA2          ; Expands_On_NFKD
0FA7          ; Expands_On_NFKD
0FAC          ; Expands_On_NFKD
0FB9          ; Expands_On_NFKD
1026          ; Expands_On_NFKD
1B06          ; Expands_On_NFKD
1B08          ; Expands_On_NFKD
1B0A          ; Expands_On_NFKD
1B0C          ; Expands_On_NFKD
1B0E          ; Expands_On_NFKD
1B12          ; Expands_On_NFKD
1B3B          ; Expands_On_NFKD
1B3D          ; Expands_On_NFKD
1B40..1B41    ; Expands_On_NFKD
1B43          ; Expands_On_NFKD
1E00..1E9B    ; Expands_On_NFKD
1EA0..1EF9    ; Expands_On_NFKD
1F00..1F15    ; Expands_On_NFKD
1F18..1F1D    ; Expands_On_NFKD
1F20..1F45    ; Expands_On_NFKD
1F48..1F4D    ; Expands_On_NFKD
1F50..1F57    ; Expands_On_NFKD
1F59          ; Expands_On_NFKD
1F5B          ; Expands_On_NFKD
1F5D          ; Expands_On_NFKD
1F5F..1F7D    ; Expands_On_NFKD
1F80..1FB4    ; Expands_On_NFKD
1FB6..1FBC    ; Expands_On_NFKD
1FBD          ; Expands_On_NFKD
1FBF..1FC1    ; Expands_On_NFKD
1FC2..1FC4    ; Expands_On_NFKD
1FC6..1FCC    ; Expands_On_NFKD
1FCD..1FCF    ; Expands_On_NFKD
1FD0..1FD3    ; Expands_On_NFKD
1FD6..1FDB    ; Expands_On_NFKD
1FDD..1FDF    ; Expands_On_NFKD
1FE0..1FEC    ; Expands_On_NFKD
1FED..1FEE    ; Expands_On_NFKD
1FF2..1FF4    ; Expands_On_NFKD
1FF6..1FFC    ; Expands_On_NFKD
1FFD..1FFE    ; Expands_On_NFKD
2017          ; Expands_On_NFKD
2025..2026    ; Expands_On_NFKD
2033..2034    ; Expands_On_NFKD
2036..2037    ; Expands_On_NFKD
203C          ; Expands_On_NFKD
203E          ; Expands_On_NFKD
2047..2049    ; Expands_On_NFKD
2057          ; Expands_On_NFKD
20A8          ; Expands_On_NFKD
2100..2101    ; Expands_On_NFKD
2103          ; Expands_On_NFKD
2105..2106    ; Expands_On_NFKD
2109          ; Expands_On_NFKD
2116          ; Expands_On_NFKD
2120..2122    ; Expands_On_NFKD
212B          ; Expands_On_NFKD
213B          ; Expands_On_NFKD
2153..215F    ; Expands_On_NFKD
2161..2163    ; Expands_On_NFKD
2165..2168    ; Expands_On_NFKD
216A..216B    ; Expands_On_NFKD
2171..2173    ; Expands_On_NFKD
2175..2178    ; Expands_On_NFKD
217A..217B    ; Expands_On_NFKD
219A..219B    ; Expands_On_NFKD
21AE          ; Expands_On_NFKD
21CD          ; Expands_On_NFKD
21CE..21CF    ; Expands_On_NFKD
2204          ; Expands_On_NFKD
2209          ; Expands_On_NFKD
220C          ; Expands_On_NFKD
2224          ; Expands_On_NFKD
2226          ; Expands_On_NFKD
222C..222D    ; Expands_On_NFKD
222F..2230    ; Expands_On_NFKD
2241          ; Expands_On_NFKD
2244          ; Expands_On_NFKD
2247          ; Expands_On_NFKD
2249          ; Expands_On_NFKD
2260          ; Expands_On_NFKD
2262          ; Expands_On_NFKD
226D..2271    ; Expands_On_NFKD
2274..2275    ; Expands_On_NFKD
2278..2279    ; Expands_On_NFKD
2280..2281    ; Expands_On_NFKD
2284..2285    ; Expands_On_NFKD
2288..2289    ; Expands_On_NFKD
22AC..22AF    ; Expands_On_NFKD
22E0..22E3    ; Expands_On_NFKD
22EA..22ED    ; Expands_On_NFKD
2469..249B    ; Expands_On_NFKD
249C..24B5    ; Expands_On_NFKD
2A0C          ; Expands_On_NFKD
2A74..2A76    ; Expands_On_NFKD
2ADC          ; Expands_On_NFKD
304C          ; Expands_On_NFKD
304E          ; Expands_On_NFKD
3050          ; Expands_On_NFKD
3052          ; Expands_On_NFKD
3054          ; Expands_On_NFKD
3056          ; Expands_On_NFKD
3058          ; Expands_On_NFKD
305A          ; Expands_On_NFKD
305C          ; Expands_On_NFKD
305E          ; Expands_On_NFKD
3060          ; Expands_On_NFKD
3062          ; Expands_On_NFKD
3065          ; Expands_On_NFKD
3067          ; Expands_On_NFKD
3069          ; Expands_On_NFKD
3070..3071    ; Expands_On_NFKD
3073..3074    ; Expands_On_NFKD
3076..3077    ; Expands_On_NFKD
3079..307A    ; Expands_On_NFKD
307C..307D    ; Expands_On_NFKD
3094          ; Expands_On_NFKD
309B..309C    ; Expands_On_NFKD
309E          ; Expands_On_NFKD
309F          ; Expands_On_NFKD
30AC          ; Expands_On_NFKD
30AE          ; Expands_On_NFKD
30B0          ; Expands_On_NFKD
30B2          ; Expands_On_NFKD
30B4          ; Expands_On_NFKD
30B6          ; Expands_On_NFKD
30B8          ; Expands_On_NFKD
30BA          ; Expands_On_NFKD
30BC          ; Expands_On_NFKD
30BE          ; Expands_On_NFKD
30C0          ; Expands_On_NFKD
30C2          ; Expands_On_NFKD
30C5          ; Expands_On_NFKD
30C7          ; Expands_On_NFKD
30C9          ; Expands_On_NFKD
30D0..30D1    ; Expands_On_NFKD
30D3..30D4    ; Expands_On_NFKD
30D6..30D7    ; Expands_On_NFKD
30D9..30DA    ; Expands_On_NFKD
30DC..30DD    ; Expands_On_NFKD
30F4          ; Expands_On_NFKD
30F7..30FA    ; Expands_On_NFKD
30FE          ; Expands_On_NFKD
30FF          ; Expands_On_NFKD
3200..321E    ; Expands_On_NFKD
3220..3229    ; Expands_On_NFKD
322A..3243    ; Expands_On_NFKD
3250          ; Expands_On_NFKD
3251..325F    ; Expands_On_NFKD
326E..327E    ; Expands_On_NFKD
32B1..32BF    ; Expands_On_NFKD
32C0..32CF    ; Expands_On_NFKD
3300..33FF    ; Expands_On_NFKD
AC00..D7A3    ; Expands_On_NFKD
FB00..FB06    ; Expands_On_NFKD
FB13..FB17    ; Expands_On_NFKD
FB1D          ; Expands_On_NFKD
FB1F          ; Expands_On_NFKD
FB2A..FB36    ; Expands_On_NFKD
FB38..FB3C    ; Expands_On_NFKD
FB3E          ; Expands_On_NFKD
FB40..FB41    ; Expands_On_NFKD
FB43..FB44    ; Expands_On_NFKD
FB46..FB4F    ; Expands_On_NFKD
FBA4..FBA5    ; Expands_On_NFKD
FBB0..FBB1    ; Expands_On_NFKD
FBDD          ; Expands_On_NFKD
FBEA..FBFB    ; Expands_On_NFKD
FC00..FD3D    ; Expands_On_NFKD
FD50..FD8F    ; Expands_On_NFKD
FD92..FDC7    ; Expands_On_NFKD
FDF0..FDFB    ; Expands_On_NFKD
FDFC          ; Expands_On_NFKD
FE19          ; Expands_On_NFKD
FE30          ; Expands_On_NFKD
FE49..FE4C    ; Expands_On_NFKD
FE70..FE72    ; Expands_On_NFKD
FE74          ; Expands_On_NFKD
FE76..FE7F    ; Expands_On_NFKD
FE81..FE8C    ; Expands_On_NFKD
FEF5..FEFC    ; Expands_On_NFKD
FFE3          ; Expands_On_NFKD
1D15E..1D164  ; Expands_On_NFKD
1D1BB..1D1C0  ; Expands_On_NFKD

# Total code points: 13310

# ================================================

# Derived Property: Expands_On_NFKC
#   Generated according to UAX #15.
#   Characters whose normalized length is not one.
#   WARNING: Normalization of STRINGS must use the algorithm in UAX #15 because characters may interact.
#            The length of a normalized string is not necessarily the sum of the lengths of the normalized characters!

00A8          ; Expands_On_NFKC
00AF          ; Expands_On_NFKC
00B4          ; Expands_On_NFKC
00B8          ; Expands_On_NFKC
00BC..00BE    ; Expands_On_NFKC
0132..0133    ; Expands_On_NFKC
013F..0140    ; Expands_On_NFKC
0149          ; Expands_On_NFKC
01C4..01CC    ; Expands_On_NFKC
01F1..01F3    ; Expands_On_NFKC
02D8..02DD    ; Expands_On_NFKC
0344          ; Expands_On_NFKC
037A          ; Expands_On_NFKC
0384..0385    ; Expands_On_NFKC
0587          ; Expands_On_NFKC
0675..0678    ; Expands_On_NFKC
0958..095F    ; Expands_On_NFKC
09DC..09DD    ; Expands_On_NFKC
09DF          ; Expands_On_NFKC
0A33          ; Expands_On_NFKC
0A36          ; Expands_On_NFKC
0A59..0A5B    ; Expands_On_NFKC
0A5E          ; Expands_On_NFKC
0B5C..0B5D    ; Expands_On_NFKC
0E33          ; Expands_On_NFKC
0EB3          ; Expands_On_NFKC
0EDC..0EDD    ; Expands_On_NFKC
0F43          ; Expands_On_NFKC
0F4D          ; Expands_On_NFKC
0F52          ; Expands_On_NFKC
0F57          ; Expands_On_NFKC
0F5C          ; Expands_On_NFKC
0F69          ; Expands_On_NFKC
0F73          ; Expands_On_NFKC
0F75..0F79    ; Expands_On_NFKC
0F81          ; Expands_On_NFKC
0F93          ; Expands_On_NFKC
0F9D          ; Expands_On_NFKC
0FA2          ; Expands_On_NFKC
0FA7          ; Expands_On_NFKC
0FAC          ; Expands_On_NFKC
0FB9          ; Expands_On_NFKC
1E9A          ; Expands_On_NFKC
1FBD          ; Expands_On_NFKC
1FBF..1FC1    ; Expands_On_NFKC
1FCD..1FCF    ; Expands_On_NFKC
1FDD..1FDF    ; Expands_On_NFKC
1FED..1FEE    ; Expands_On_NFKC
1FFD..1FFE    ; Expands_On_NFKC
2017          ; Expands_On_NFKC
2025..2026    ; Expands_On_NFKC
2033..2034    ; Expands_On_NFKC
2036..2037    ; Expands_On_NFKC
203C          ; Expands_On_NFKC
203E          ; Expands_On_NFKC
2047..2049    ; Expands_On_NFKC
2057          ; Expands_On_NFKC
20A8          ; Expands_On_NFKC
2100..2101    ; Expands_On_NFKC
2103          ; Expands_On_NFKC
2105..2106    ; Expands_On_NFKC
2109          ; Expands_On_NFKC
2116          ; Expands_On_NFKC
2120..2122    ; Expands_On_NFKC
213B          ; Expands_On_NFKC
2153..215F    ; Expands_On_NFKC
2161..2163    ; Expands_On_NFKC
2165..2168    ; Expands_On_NFKC
216A..216B    ; Expands_On_NFKC
2171..2173    ; Expands_On_NFKC
2175..2178    ; Expands_On_NFKC
217A..217B    ; Expands_On_NFKC
222C..222D    ; Expands_On_NFKC
222F..2230    ; Expands_On_NFKC
2469..249B    ; Expands_On_NFKC
249C..24B5    ; Expands_On_NFKC
2A0C          ; Expands_On_NFKC
2A74..2A76    ; Expands_On_NFKC
2ADC          ; Expands_On_NFKC
309B..309C    ; Expands_On_NFKC
309F          ; Expands_On_NFKC
30FF          ; Expands_On_NFKC
3200..321E    ; Expands_On_NFKC
3220..3229    ; Expands_On_NFKC
322A..3243    ; Expands_On_NFKC
3250          ; Expands_On_NFKC
3251..325F    ; Expands_On_NFKC
327C..327D    ; Expands_On_NFKC
32B1..32BF    ; Expands_On_NFKC
32C0..32CF    ; Expands_On_NFKC
3300..33FF    ; Expands_On_NFKC
FB00..FB06    ; Expands_On_NFKC
FB13..FB17    ; Expands_On_NFKC
FB1D          ; Expands_On_NFKC
FB1F          ; Expands_On_NFKC
FB2A..FB36    ; Expands_On_NFKC
FB38..FB3C    ; Expands_On_NFKC
FB3E          ; Expands_On_NFKC
FB40..FB41    ; Expands_On_NFKC
FB43..FB44    ; Expands_On_NFKC
FB46..FB4F    ; Expands_On_NFKC
FBDD          ; Expands_On_NFKC
FBEA..FBFB    ; Expands_On_NFKC
FC00..FD3D    ; Expands_On_NFKC
FD50..FD8F    ; Expands_On_NFKC
FD92..FDC7    ; Expands_On_NFKC
FDF0..FDFB    ; Expands_On_NFKC
FDFC          ; Expands_On_NFKC
FE19          ; Expands_On_NFKC
FE30          ; Expands_On_NFKC
FE49..FE4C    ; Expands_On_NFKC
FE70..FE72    ; Expands_On_NFKC
FE74          ; Expands_On_NFKC
FE76..FE7F    ; Expands_On_NFKC
FEF5..FEFC    ; Expands_On_NFKC
FFE3          ; Expands_On_NFKC
1D15E..1D164  ; Expands_On_NFKC
1D1BB..1D1C0  ; Expands_On_NFKC

# Total code points: 1171

# EOF
