# Fractional UCA Table, generated from standard UCA
# 2006-06-10, 20:18:04 GMT [MD]
# VERSION: UCA=5.0.0, UCD=5.0.0
# Copyright (c) 1991-2006 Unicode, Inc.

# Generated processed version, as described in ICU design document.
# NOTES
#  - Bugs in UCA data are NOT FIXED, except for the following problems:
#    - canonical equivalents are decomposed directly (some beta UCA are wrong).
#    - overlapping variable ranges are fixed.
#  - Format is as follows:
#      <codepoint> (' ' <codepoint>)* ';' ('L' | 'S') ';' <fractionalCE>+ ' # ' <UCA_CE> '# ' <name> 
#    - zero weights are not printed
#    - S: contains at least one lowercase or SMALL kana
#    - L: otherwise
#    - Different primaries are separated by a blank line.
# WARNING
#  - Differs from previous version in that MAX value was introduced at 1F.
#    All tertiary values are shifted down by 1, filling the gap at 7!

[UCA version = 5.0.0]

0000; [,,]

D808 DDFD; [A8 A1, 05, 05]

D808 DDFE; [A8 A3, 05, 05]

D808 DDFF; [A8 A5, 05, 05]

D808 DE00; [A8 A7, 05, 05]

D808 DE01; [A8 A9, 05, 05]

D808 DE02; [A8 AB, 05, 05]

D808 DE03; [A8 AD, 05, 05]

D808 DE04; [A8 AF, 05, 05]

D808 DE05; [A8 B1, 05, 05]

D808 DE06; [A8 B3, 05, 05]

D808 DE07; [A8 B5, 05, 05]

D808 DE08; [A8 B7, 05, 05]

D808 DE09; [A8 B9, 05, 05]

D808 DE0A; [A8 BB, 05, 05]

D808 DE0B; [A8 BD, 05, 05]

D808 DE0C; [A8 BF, 05, 05]

D808 DE0D; [A8 C1, 05, 05]

D808 DE0E; [A8 C3, 05, 05]

D808 DE0F; [A8 C5, 05, 05]

D808 DE10; [A8 C7, 05, 05]

D808 DE11; [A8 C9, 05, 05]

D808 DE12; [A8 CB, 05, 05]

D808 DE13; [A8 CD, 05, 05]

D808 DE14; [A8 CF, 05, 05]

D808 DE15; [A8 D1, 05, 05]

D808 DE16; [A8 D3, 05, 05]

D808 DE17; [A8 D5, 05, 05]

D808 DE18; [A8 D7, 05, 05]

D808 DE19; [A8 D9, 05, 05]

D808 DE1A; [A8 DB, 05, 05]

D808 DE1B; [A8 DD, 05, 05]

D808 DE1C; [A8 DF, 05, 05]

D808 DE1D; [A8 E1, 05, 05]

D808 DE1E; [A8 E3, 05, 05]

D808 DE1F; [A8 E5, 05, 05]

D808 DE20; [A8 E7, 05, 05]

D808 DE21; [A8 E9, 05, 05]

D808 DE22; [A8 EB, 05, 05]

D808 DE23; [A8 ED, 05, 05]

D808 DE24; [A8 EF, 05, 05]

D808 DE25; [A8 F1, 05, 05]

D808 DE26; [A8 F3, 05, 05]

D808 DE27; [A8 F5, 05, 05]

D808 DE28; [A8 F7, 05, 05]

D808 DE29; [A8 F9, 05, 05]

D808 DE2A; [A8 FB, 05, 05]

D808 DE2B; [A8 FD, 05, 05]

D808 DE2C; [A9 05, 05, 05]

D808 DE2D; [A9 07, 05, 05]

D808 DE2E; [A9 09, 05, 05]

D808 DE2F; [A9 0B, 05, 05]

D808 DE30; [A9 0D, 05, 05]

D808 DE31; [A9 0F, 05, 05]

D808 DE32; [A9 11, 05, 05]

D808 DE33; [A9 13, 05, 05]

D808 DE34; [A9 15, 05, 05]

D808 DE35; [A9 17, 05, 05]

D808 DE36; [A9 19, 05, 05]

D808 DE37; [A9 1B, 05, 05]

D808 DE38; [A9 1D, 05, 05]

D808 DE39; [A9 1F, 05, 05]

D808 DE3A; [A9 21, 05, 05]

D808 DE3B; [A9 23, 05, 05]

D808 DE3C; [A9 25, 05, 05]

D808 DE3D; [A9 27, 05, 05]

D808 DE3E; [A9 29, 05, 05]

D808 DE3F; [A9 2B, 05, 05]

D808 DE40; [A9 2D, 05, 05]

D808 DE41; [A9 2F, 05, 05]

D808 DE42; [A9 31, 05, 05]

D808 DE43; [A9 33, 05, 05]

D808 DE44; [A9 35, 05, 05]

D808 DE45; [A9 37, 05, 05]

D808 DE46; [A9 39, 05, 05]

D808 DE47; [A9 3B, 05, 05]

D808 DE48; [A9 3D, 05, 05]

D808 DE49; [A9 3F, 05, 05]

D808 DE4A; [A9 41, 05, 05]

D808 DE4B; [A9 43, 05, 05]

D808 DE4C; [A9 45, 05, 05]

D808 DE4D; [A9 47, 05, 05]

D808 DE4E; [A9 49, 05, 05]

D808 DE4F; [A9 4B, 05, 05]

D808 DE50; [A9 4D, 05, 05]

D808 DE51; [A9 4F, 05, 05]

D808 DE52; [A9 51, 05, 05]

D808 DE53; [A9 53, 05, 05]

D808 DE54; [A9 55, 05, 05]

D808 DE55; [A9 57, 05, 05]

D808 DE56; [A9 59, 05, 05]

D808 DE57; [A9 5B, 05, 05]

D808 DE58; [A9 5D, 05, 05]

D808 DE59; [A9 5F, 05, 05]

D808 DE5A; [A9 61, 05, 05]

D808 DE5B; [A9 63, 05, 05]

D808 DE5C; [A9 65, 05, 05]

D808 DE5D; [A9 67, 05, 05]

D808 DE5E; [A9 69, 05, 05]

D808 DE5F; [A9 6B, 05, 05]

D808 DE60; [A9 6D, 05, 05]

D808 DE61; [A9 6F, 05, 05]

D808 DE62; [A9 71, 05, 05]

D808 DE63; [A9 73, 05, 05]

D808 DE64; [A9 75, 05, 05]

D808 DE65; [A9 77, 05, 05]

D808 DE66; [A9 79, 05, 05]

D808 DE67; [A9 7B, 05, 05]

D808 DE68; [A9 7D, 05, 05]

D808 DE69; [A9 7F, 05, 05]

D808 DE6A; [A9 81, 05, 05]

D808 DE6B; [A9 83, 05, 05]

D808 DE6C; [A9 85, 05, 05]

D808 DE6D; [A9 87, 05, 05]

D808 DE6E; [A9 89, 05, 05]

D808 DE6F; [A9 8B, 05, 05]

D808 DE70; [A9 8D, 05, 05]

D808 DE71; [A9 8F, 05, 05]

D808 DE72; [A9 91, 05, 05]

D808 DE73; [A9 93, 05, 05]

D808 DE74; [A9 95, 05, 05]

D808 DE75; [A9 97, 05, 05]

D808 DE76; [A9 99, 05, 05]

D808 DE77; [A9 9B, 05, 05]

D808 DE78; [A9 9D, 05, 05]

D808 DE79; [A9 9F, 05, 05]

D808 DE7A; [A9 A1, 05, 05]

D808 DE7B; [A9 A3, 05, 05]

D808 DE7C; [A9 A5, 05, 05]

D808 DE7D; [A9 A7, 05, 05]

D808 DE7E; [A9 A9, 05, 05]

D808 DE7F; [A9 AB, 05, 05]

D808 DE80; [A9 AD, 05, 05]

D808 DE81; [A9 AF, 05, 05]

D808 DE82; [A9 B1, 05, 05]

D808 DE83; [A9 B3, 05, 05]

D808 DE84; [A9 B5, 05, 05]

D808 DE85; [A9 B7, 05, 05]

D808 DE86; [A9 B9, 05, 05]

D808 DE87; [A9 BB, 05, 05]

D808 DE88; [A9 BD, 05, 05]

D808 DE89; [A9 BF, 05, 05]

D808 DE8A; [A9 C1, 05, 05]

D808 DE8B; [A9 C3, 05, 05]

D808 DE8C; [A9 C5, 05, 05]

D808 DE8D; [A9 C7, 05, 05]

D808 DE8E; [A9 C9, 05, 05]

D808 DE8F; [A9 CB, 05, 05]

D808 DE90; [A9 CD, 05, 05]

D808 DE91; [A9 CF, 05, 05]

D808 DE92; [A9 D1, 05, 05]

D808 DE93; [A9 D3, 05, 05]

D808 DE94; [A9 D5, 05, 05]

D808 DE95; [A9 D7, 05, 05]

D808 DE96; [A9 D9, 05, 05]

D808 DE97; [A9 DB, 05, 05]

D808 DE98; [A9 DD, 05, 05]

D808 DE99; [A9 DF, 05, 05]

D808 DE9A; [A9 E1, 05, 05]

D808 DE9B; [A9 E3, 05, 05]

D808 DE9C; [A9 E5, 05, 05]

D808 DE9D; [A9 E7, 05, 05]

D808 DE9E; [A9 E9, 05, 05]

D808 DE9F; [A9 EB, 05, 05]

D808 DEA0; [A9 ED, 05, 05]

D808 DEA1; [A9 EF, 05, 05]

D808 DEA2; [A9 F1, 05, 05]

D808 DEA3; [A9 F3, 05, 05]

D808 DEA4; [A9 F5, 05, 05]

D808 DEA5; [A9 F7, 05, 05]

D808 DEA6; [A9 F9, 05, 05]

D808 DEA7; [A9 FB, 05, 05]

D808 DEA8; [A9 FD, 05, 05]

D808 DEA9; [AA 05, 05, 05]

D808 DEAA; [AA 07, 05, 05]

D808 DEAB; [AA 09, 05, 05]

D808 DEAC; [AA 0B, 05, 05]

D808 DEAD; [AA 0D, 05, 05]

D808 DEAE; [AA 0F, 05, 05]

D808 DEAF; [AA 11, 05, 05]

D808 DEB0; [AA 13, 05, 05]

D808 DEB1; [AA 15, 05, 05]

D808 DEB2; [AA 17, 05, 05]

D808 DEB3; [AA 19, 05, 05]

D808 DEB4; [AA 1B, 05, 05]

D808 DEB5; [AA 1D, 05, 05]

D808 DEB6; [AA 1F, 05, 05]

D808 DEB7; [AA 21, 05, 05]

D808 DEB8; [AA 23, 05, 05]

D808 DEB9; [AA 25, 05, 05]

D808 DEBA; [AA 27, 05, 05]

D808 DEBB; [AA 29, 05, 05]

D808 DEBC; [AA 2B, 05, 05]

D808 DEBD; [AA 2D, 05, 05]

D808 DEBE; [AA 2F, 05, 05]

D808 DEBF; [AA 31, 05, 05]

D808 DEC0; [AA 33, 05, 05]

D808 DEC1; [AA 35, 05, 05]

D808 DEC2; [AA 37, 05, 05]

D808 DEC3; [AA 39, 05, 05]

D808 DEC4; [AA 3B, 05, 05]

D808 DEC5; [AA 3D, 05, 05]

D808 DEC6; [AA 3F, 05, 05]

D808 DEC7; [AA 41, 05, 05]

D808 DEC8; [AA 43, 05, 05]

D808 DEC9; [AA 45, 05, 05]

D808 DECA; [AA 47, 05, 05]

D808 DECB; [AA 49, 05, 05]

D808 DECC; [AA 4B, 05, 05]

D808 DECD; [AA 4D, 05, 05]

D808 DECE; [AA 4F, 05, 05]

D808 DECF; [AA 51, 05, 05]

D808 DED0; [AA 53, 05, 05]

D808 DED1; [AA 55, 05, 05]

D808 DED2; [AA 57, 05, 05]

D808 DED3; [AA 59, 05, 05]

D808 DED4; [AA 5B, 05, 05]

D808 DED5; [AA 5D, 05, 05]

D808 DED6; [AA 5F, 05, 05]

D808 DED7; [AA 61, 05, 05]

D808 DED8; [AA 63, 05, 05]

D808 DED9; [AA 65, 05, 05]

D808 DEDA; [AA 67, 05, 05]

D808 DEDB; [AA 69, 05, 05]

D808 DEDC; [AA 6B, 05, 05]

D808 DEDD; [AA 6D, 05, 05]

D808 DEDE; [AA 6F, 05, 05]

D808 DEDF; [AA 71, 05, 05]

D808 DEE0; [AA 73, 05, 05]

D808 DEE1; [AA 75, 05, 05]

D808 DEE2; [AA 77, 05, 05]

D808 DEE3; [AA 79, 05, 05]

D808 DEE4; [AA 7B, 05, 05]

D808 DEE5; [AA 7D, 05, 05]

D808 DEE6; [AA 7F, 05, 05]

D808 DEE7; [AA 81, 05, 05]

D808 DEE8; [AA 83, 05, 05]

D808 DEE9; [AA 85, 05, 05]

D808 DEEA; [AA 87, 05, 05]

D808 DEEB; [AA 89, 05, 05]

D808 DEEC; [AA 8B, 05, 05]

D808 DEED; [AA 8D, 05, 05]

D808 DEEE; [AA 8F, 05, 05]

D808 DEEF; [AA 91, 05, 05]

D808 DEF0; [AA 93, 05, 05]

D808 DEF1; [AA 95, 05, 05]

D808 DEF2; [AA 97, 05, 05]

D808 DEF3; [AA 99, 05, 05]

D808 DEF4; [AA 9B, 05, 05]

D808 DEF5; [AA 9D, 05, 05]

D808 DEF6; [AA 9F, 05, 05]

D808 DEF7; [AA A1, 05, 05]

D808 DEF8; [AA A3, 05, 05]

D808 DEF9; [AA A5, 05, 05]

D808 DEFA; [AA A7, 05, 05]

D808 DEFB; [AA A9, 05, 05]

D808 DEFC; [AA AB, 05, 05]

D808 DEFD; [AA AD, 05, 05]

D808 DEFE; [AA AF, 05, 05]

D808 DEFF; [AA B1, 05, 05]

D808 DF00; [AA B3, 05, 05]

D808 DF01; [AA B5, 05, 05]

D808 DF02; [AA B7, 05, 05]

D808 DF03; [AA B9, 05, 05]

D808 DF04; [AA BB, 05, 05]

D808 DF05; [AA BD, 05, 05]

D808 DF06; [AA BF, 05, 05]

D808 DF07; [AA C1, 05, 05]

D808 DF08; [AA C3, 05, 05]

D808 DF09; [AA C5, 05, 05]

D808 DF0A; [AA C7, 05, 05]

D808 DF0B; [AA C9, 05, 05]

D808 DF0C; [AA CB, 05, 05]

D808 DF0D; [AA CD, 05, 05]

D808 DF0E; [AA CF, 05, 05]

D808 DF0F; [AA D1, 05, 05]

D808 DF10; [AA D3, 05, 05]

D808 DF11; [AA D5, 05, 05]

D808 DF12; [AA D7, 05, 05]

D808 DF13; [AA D9, 05, 05]

D808 DF14; [AA DB, 05, 05]

D808 DF15; [AA DD, 05, 05]

D808 DF16; [AA DF, 05, 05]

D808 DF17; [AA E1, 05, 05]

D808 DF18; [AA E3, 05, 05]

D808 DF19; [AA E5, 05, 05]

D808 DF1A; [AA E7, 05, 05]

D808 DF1B; [AA E9, 05, 05]

D808 DF1C; [AA EB, 05, 05]

D808 DF1D; [AA ED, 05, 05]

D808 DF1E; [AA EF, 05, 05]

D808 DF1F; [AA F1, 05, 05]

D808 DF20; [AA F3, 05, 05]

D808 DF21; [AA F5, 05, 05]

D808 DF22; [AA F7, 05, 05]

D808 DF23; [AA F9, 05, 05]

D808 DF24; [AA FB, 05, 05]

D808 DF25; [AA FD, 05, 05]

D808 DF26; [AB 05, 05, 05]

D808 DF27; [AB 07, 05, 05]

D808 DF28; [AB 09, 05, 05]

D808 DF29; [AB 0B, 05, 05]

D808 DF2A; [AB 0D, 05, 05]

D808 DF2B; [AB 0F, 05, 05]

D808 DF2C; [AB 11, 05, 05]

D808 DF2D; [AB 13, 05, 05]

D808 DF2E; [AB 15, 05, 05]

D808 DF2F; [AB 17, 05, 05]

D808 DF30; [AB 19, 05, 05]

D808 DF31; [AB 1B, 05, 05]

D808 DF32; [AB 1D, 05, 05]

D808 DF33; [AB 1F, 05, 05]

D808 DF34; [AB 21, 05, 05]

D808 DF35; [AB 23, 05, 05]

D808 DF36; [AB 25, 05, 05]

D808 DF37; [AB 27, 05, 05]

D808 DF38; [AB 29, 05, 05]

D808 DF39; [AB 2B, 05, 05]

D808 DF3A; [AB 2D, 05, 05]

D808 DF3B; [AB 2F, 05, 05]

D808 DF3C; [AB 31, 05, 05]

D808 DF3D; [AB 33, 05, 05]

D808 DF3E; [AB 35, 05, 05]

D808 DF3F; [AB 37, 05, 05]

D808 DF40; [AB 39, 05, 05]

D808 DF41; [AB 3B, 05, 05]

D808 DF42; [AB 3D, 05, 05]

D808 DF43; [AB 3F, 05, 05]

D808 DF44; [AB 41, 05, 05]

D808 DF45; [AB 43, 05, 05]

D808 DF46; [AB 45, 05, 05]

D808 DF47; [AB 47, 05, 05]

D808 DF48; [AB 49, 05, 05]

D808 DF49; [AB 4B, 05, 05]

D808 DF4A; [AB 4D, 05, 05]

D808 DF4B; [AB 4F, 05, 05]

D808 DF4C; [AB 51, 05, 05]

D808 DF4D; [AB 53, 05, 05]

D808 DF4E; [AB 55, 05, 05]

D808 DF4F; [AB 57, 05, 05]

D808 DF50; [AB 59, 05, 05]

D808 DF51; [AB 5B, 05, 05]

D808 DF52; [AB 5D, 05, 05]

D808 DF53; [AB 5F, 05, 05]

D808 DF54; [AB 61, 05, 05]

D808 DF55; [AB 63, 05, 05]

D808 DF56; [AB 65, 05, 05]

D808 DF57; [AB 67, 05, 05]

D808 DF58; [AB 69, 05, 05]

D808 DF59; [AB 6B, 05, 05]

D808 DF5A; [AB 6D, 05, 05]

D808 DF5B; [AB 6F, 05, 05]

D808 DF5C; [AB 71, 05, 05]

D808 DF5D; [AB 73, 05, 05]

D808 DF5E; [AB 75, 05, 05]

D808 DF5F; [AB 77, 05, 05]

D808 DF60; [AB 79, 05, 05]

D808 DF61; [AB 7B, 05, 05]

D808 DF62; [AB 7D, 05, 05]

D808 DF63; [AB 7F, 05, 05]

D808 DF64; [AB 81, 05, 05]

D808 DF65; [AB 83, 05, 05]

D808 DF66; [AB 85, 05, 05]

D808 DF67; [AB 87, 05, 05]

D808 DF68; [AB 89, 05, 05]

D808 DF69; [AB 8B, 05, 05]

D808 DF6A; [AB 8D, 05, 05]

D808 DF6B; [AB 8F, 05, 05]

D808 DF6C; [AB 91, 05, 05]

D808 DF6D; [AB 93, 05, 05]

D808 DF6E; [AB 95, 05, 05]

2F00; [E0 04 06, 05, 09]
3280; [E0 04 06, 05, 0D]
3192; [E0 04 06, 05, 27]
319C; [E0 04 08, 05, 27]
3286; [E0 04 0C, 05, 0D]
3282; [E0 04 18, 05, 0D]
3194; [E0 04 18, 05, 27]
32A4; [E0 04 1A, 05, 0D]
3196; [E0 04 1A, 05, 27]
32A6; [E0 04 1C, 05, 0D]
3198; [E0 04 1C, 05, 27]
F967; [E0 04 20, 05, 05]
319B; [E0 04 38, 05, 27]
FA70; [E0 04 52, 05, 05]
2F01; [E0 04 56, 05, 09]
2EA6; [E0 04 5E, 05, 09]
32A5; [E0 04 60, 05, 0D]
3197; [E0 04 60, 05, 27]
F905; [E0 04 6A, 05, 05]
2F02; [E0 04 72, 05, 09]
2E80; [E0 04 72, 05, 09][, E4 4D, 3D]
D87E DC01; [E0 04 76, 05, 05]
F95E; [E0 04 78, 05, 05]
D87E DC00; [E0 04 80, 05, 05]
2F03; [E0 04 84, 05, 09]
D87E DC02; [E0 04 88, 05, 05]
2F04; [E0 04 B8, 05, 09]
319A; [E0 04 B8, 05, 27]
2E84; [E0 04 B8, 05, 09][, E4 4D, 3D]
2E83; [E0 04 BA, 05, 09]
2E82; [E0 04 BC, 05, 09]
3288; [E0 04 C0, 05, 0D]
F91B; [E0 05 10, 05, 05]
2F05; [E0 05 16, 05, 09]
F9BA; [E0 05 18, 05, 05]
2F06; [E0 05 24, 05, 09]
3281; [E0 05 24, 05, 0D]
3193; [E0 05 24, 05, 27]
3284; [E0 05 34, 05, 0D]
2F07; [E0 05 4C, 05, 09]
F977; [E0 05 68, 05, 05]
2F08; [E0 05 80, 05, 09]
319F; [E0 05 80, 05, 27]
2E85; [E0 05 82, 05, 09]
F9FD; [E0 05 8C, 05, 05]
D87E DC19; [E0 05 A4, 05, 05]
F9A8; [E0 05 D4, 05, 05]
32AD; [E0 06 14, 05, 0D]
32A1; [E0 06 34, 05, 0D]
D87E DC04; [E0 06 D2, 05, 05]
FA73; [E0 07 18, 05, 05]
F92D; [E0 07 24, 05, 05]
F9B5; [E0 07 2E, 05, 05]
D87E DC05; [E0 07 74, 05, 05]
FA30; [E0 07 74, 05, 05]
D87E DC06; [E0 07 8E, 05, 05]
F965; [E0 07 96, 05, 05]
D87E DC07; [E0 08 22, 05, 05]
F9D4; [E0 08 74, 05, 05]
D87E DC08; [E0 09 18, 05, 05]
D87E DC09; [E0 09 56, 05, 05]
D87E DC0B; [E0 09 C2, 05, 05]
F9BB; [E0 09 D8, 05, 05]
D87E DC0A; [E0 09 F2, 05, 05]
FA31; [E0 09 F2, 05, 05]
329D; [E0 0A 7E, 05, 0D]
2F09; [E0 0A A8, 05, 09]
FA0C; [E0 0A AA, 05, 05]
FA74; [E0 0A B4, 05, 05]
D87E DC0E; [E0 0A C4, 05, 05]
FA32; [E0 0A C4, 05, 05]
D87E DC0F; [E0 0A D2, 05, 05]
D87E DC10; [E0 0A F2, 05, 05]
2F0A; [E0 0A F4, 05, 09]
D87E DC14; [E0 0A F8, 05, 05]
FA72; [E0 0A FA, 05, 05]
F978; [E0 0A FC, 05, 05]
2F0B; [E0 0B 06, 05, 09]
3287; [E0 0B 06, 05, 0D]
F9D1; [E0 0B 0A, 05, 05]
3285; [E0 0B 0A, 05, 0D]
D87E DC11; [E0 0B 1E, 05, 05]
FA75; [E0 0B 30, 05, 05]
2F0C; [E0 0B 34, 05, 09]
2E86; [E0 0B 34, 05, 09][, E4 4D, 3D]
D87E DC15; [E0 0B 4A, 05, 05]
D87E DCD2; [E0 0B 54, 05, 05]
D87E DCD3; [E0 0B 5A, 05, 05]
2F0D; [E0 0B 5C, 05, 09]
D87E DC17; [E0 0B 5E, 05, 05]
32A2; [E0 0B 62, 05, 0D]
D87E DC18; [E0 0B 78, 05, 05]
2F0E; [E0 0B 86, 05, 09]
D87E DC1A; [E0 0B 88, 05, 05]
D87E DC1B; [E0 0B 9A, 05, 05]
FA71; [E0 0B 9A, 05, 05]
F92E; [E0 0B 9E, 05, 05]
F979; [E0 0B C2, 05, 05]
F955; [E0 0B C8, 05, 05]
F954; [E0 0B E8, 05, 05]
FA15; [E0 0B EC, 05, 05]
2F0F; [E0 0B F0, 05, 09]
2E87; [E0 0B F0, 05, 09][, E4 4D, 3D]
D87E DC1D; [E0 0C 20, 05, 05]
2F10; [E0 0C 20, 05, 09]
2F11; [E0 0C 36, 05, 09]
2E88; [E0 0C 36, 05, 09][, E4 4D, 3D]
2E89; [E0 0C 3A, 05, 09]
D87E DC1E; [E0 0C 3C, 05, 05]
D87E DC50; [E0 0C 44, 05, 05]
FA00; [E0 0C 44, 05, 05]
F99C; [E0 0C 64, 05, 05]
F9DD; [E0 0C 88, 05, 05]
F9FF; [E0 0C AA, 05, 05]
D87E DC20; [E0 0C AC, 05, 05]
D87E DC21; [E0 0C C2, 05, 05]
D87E DC22; [E0 0D 20, 05, 05]
D87E DC23; [E0 0D 2A, 05, 05]
F9C7; [E0 0D 4E, 05, 05]
F98A; [E0 0D 72, 05, 05]
2F12; [E0 0D 72, 05, 09]
F99D; [E0 0D 82, 05, 05]
D87E DD92; [E0 0D A2, 05, 05]
3298; [E0 0D A4, 05, 0D]
D87E DC25; [E0 0D CA, 05, 05]
FA76; [E0 0D CA, 05, 05]
D87E DC26; [E0 0D CE, 05, 05]
FA33; [E0 0D CE, 05, 05]
F952; [E0 0D E0, 05, 05]
F92F; [E0 0D F8, 05, 05]
D87E DC27; [E0 0E 0A, 05, 05]
FA34; [E0 0E 0A, 05, 05]
F97F; [E0 0E 2C, 05, 05]
2F13; [E0 0E 34, 05, 09]
D87E DC28; [E0 0E 36, 05, 05]
FA77; [E0 0E 36, 05, 05]
D87E DC29; [E0 0E 4C, 05, 05]
D87E DC2A; [E0 0E 4E, 05, 05]
2F14; [E0 0E 6C, 05, 09]
D87E DC2B; [E0 0E 70, 05, 05]
F963; [E0 0E 70, 05, 05]
2F15; [E0 0E 76, 05, 09]
2F16; [E0 0E B2, 05, 09]
32A9; [E0 0E B8, 05, 0D]
F9EB; [E0 0E C0, 05, 05]
2F17; [E0 0E C4, 05, 09]
3038; [E0 0E C4, 05, 09]
3289; [E0 0E C4, 05, 0D]
3039; [E0 0E CA, 05, 09]
303A; [E0 0E CC, 05, 09]
D87E DC2C; [E0 0E D4, 05, 05]
D87E DC2D; [E0 0E E4, 05, 05]
FA35; [E0 0E E4, 05, 05]
32AF; [E0 0E EA, 05, 0D]
D87E DC2E; [E0 0E F6, 05, 05]
2F18; [E0 0E FA, 05, 09]
2E8A; [E0 0E FA, 05, 09][, E4 4D, 3D]
2F19; [E0 0F 1A, 05, 09]
2E8B; [E0 0F 1A, 05, 09][, E4 4D, 3D]
329E; [E0 0F 28, 05, 0D]
D87E DC2F; [E0 0F 2E, 05, 05]
F91C; [E0 0F 32, 05, 05]
D87E DC30; [E0 0F 42, 05, 05]
D87E DC31; [E0 0F 46, 05, 05]
D87E DC32; [E0 0F 46, 05, 05]
D87E DC33; [E0 0F 46, 05, 05]
2F1A; [E0 0F 4C, 05, 09]
2E81; [E0 0F 4C, 05, 09][, E4 4D, 3D]
2F1B; [E0 0F B4, 05, 09]
F96B; [E0 0F CE, 05, 05]
2F1C; [E0 0F D8, 05, 09]
D87E DC36; [E0 0F DC, 05, 05]
D87E DC37; [E0 10 0C, 05, 05]
2F1D; [E0 10 14, 05, 09]
F906; [E0 10 18, 05, 05]
D87E DC39; [E0 10 24, 05, 05]
D87E DC3A; [E0 10 30, 05, 05]
32A8; [E0 10 34, 05, 0D]
D87E DC3B; [E0 10 5A, 05, 05]
3294; [E0 10 68, 05, 0D]
F9DE; [E0 10 6C, 05, 05]
F9ED; [E0 10 88, 05, 05]
D87E DC3D; [E0 10 BE, 05, 05]
F980; [E0 10 D2, 05, 05]
D87E DC3E; [E0 10 DE, 05, 05]
D87E DC3F; [E0 11 24, 05, 05]
D87E DC3C; [E0 11 90, 05, 05]
D87E DC40; [E0 11 98, 05, 05]
F99E; [E0 11 CE, 05, 05]
D87E DC41; [E0 12 46, 05, 05]
D87E DC42; [E0 12 7A, 05, 05]
D87E DC43; [E0 13 06, 05, 05]
FA79; [E0 13 0A, 05, 05]
D87E DC44; [E0 13 26, 05, 05]
D87E DC45; [E0 13 68, 05, 05]
D87E DC46; [E0 13 68, 05, 05]
F90B; [E0 13 6E, 05, 05]
D87E DC47; [E0 13 92, 05, 05]
FA7A; [E0 13 92, 05, 05]
FA36; [E0 13 9A, 05, 05]
FA78; [E0 13 9A, 05, 05]
D87E DC48; [E0 13 B6, 05, 05]
D87E DC49; [E0 13 C6, 05, 05]
FA0D; [E0 13 E0, 05, 05]
D87E DC4A; [E0 13 E4, 05, 05]
FA7B; [E0 14 2A, 05, 05]
D87E DC4C; [E0 14 72, 05, 05]
FA37; [E0 14 72, 05, 05]
D87E DC4E; [E0 15 0E, 05, 05]
FA38; [E0 15 3C, 05, 05]
D87E DC4F; [E0 15 54, 05, 05]
2F1E; [E0 16 20, 05, 09]
3283; [E0 16 28, 05, 0D]
3195; [E0 16 28, 05, 27]
F9A9; [E0 16 64, 05, 05]
D87E DC4B; [E0 16 9E, 05, 05]
D87E DC4D; [E0 16 A0, 05, 05]
2F1F; [E0 16 B0, 05, 09]
328F; [E0 16 B0, 05, 0D]
319E; [E0 16 D2, 05, 27]
D87E DC55; [E0 17 8E, 05, 05]
D87E DC52; [E0 18 1A, 05, 05]
D87E DC53; [E0 18 66, 05, 05]
D87E DC54; [E0 18 98, 05, 05]
D87E DC57; [E0 18 E0, 05, 05]
D87E DC56; [E0 18 E2, 05, 05]
FA39; [E0 19 04, 05, 05]
FA10; [E0 19 38, 05, 05]
FA7C; [E0 19 38, 05, 05]
F96C; [E0 19 40, 05, 05]
FA3A; [E0 19 D4, 05, 05]
D87E DC58; [E0 19 DC, 05, 05]
FA7D; [E0 19 EA, 05, 05]
F94A; [E0 1A 3A, 05, 05]
F942; [E0 1A 48, 05, 05]
2F20; [E0 1A 60, 05, 09]
D87E DC51; [E0 1A 66, 05, 05]
D87E DC5A; [E0 1A 6E, 05, 05]
D87E DC5B; [E0 1A 78, 05, 05]
2F21; [E0 1A 8E, 05, 09]
D87E DC5C; [E0 1A 96, 05, 05]
2F22; [E0 1A 9E, 05, 09]
2F23; [E0 1A B4, 05, 09]
D87E DC5D; [E0 1A BE, 05, 05]
32B0; [E0 1A C2, 05, 0D]
D87E DC5E; [E0 1A CE, 05, 05]
2F24; [E0 1A D8, 05, 09]
337D; [E0 1A D8, 05, 37][E0 40 34, 05, 3D]
319D; [E0 1A DC, 05, 27]
FA7E; [E0 1B 18, 05, 05]
F90C; [E0 1B 20, 05, 05]
F909; [E0 1B 32, 05, 05]
FA7F; [E0 1B 38, 05, 05]
